wavelength,Back_AniLacm,Belly_AniLacm,Breast_AniLacm,Crissum_AniLacm,Crown_AniLacm,DorTail_AniLacm,Patch10_AniLacm,Patch11_AniLacm,Patch12_AniLacm,Patch13_AniLacm,Rump_AniLacm,Throat_AniLacm,WingTip_AniLacm
790.54,31.8384666667,75.3858,60.5524666667,64.8090666667,27.5278,33.0843333333,31.6436666667,29.0387333333,29.8564,53.7124666667,28.4646666667,62.3612,31.9469333333
790.85,32.0044,75.6145333333,60.9081333333,65.0442,27.7408666666,33.3942666667,31.9712666667,29.1196666667,30.3211333333,54.0088666667,28.8428,62.7298,32.1651333333
791.16,32.3325333333,75.7478666667,61.0517333333,65.4678,27.7919333333,33.7234666667,32.3550666667,29.347,30.3817333333,54.1080666666,29.1095333333,62.748,32.3042
791.47,31.6026,75.6119333333,60.3846,65.0524666667,26.9697333333,33.0594,31.4686,28.4614666667,29.5162666667,53.1877333333,28.2633333333,61.9521333333,31.4743333333
791.78,30.4846666667,74.8522666667,59.3970666667,64.007,25.7682,32.2812,30.4194666667,27.3344666667,28.5105333333,52.1512,27.1455333333,60.857,30.4196666667
792.08,31.0870666667,75.8738,60.3484,64.8288,26.3244,33.063,31.0031333333,27.9098666667,29.3032666667,52.7206666667,27.7416,61.0990666667,31.1650666667
792.39,31.6358666667,76.9126666667,61.4698666667,65.8055333333,26.8881333333,33.5240666667,31.6236666667,28.2226,30.2214,53.7330666667,28.2779333333,61.9802666667,31.9311333333
792.70,31.7542666667,77.8570666667,62.1552666667,66.4785333333,26.9862,33.5463333333,31.9048,28.7029333333,30.9021333333,54.2920666666,28.5276,62.8069333333,32.1554666667
793.01,31.8460666667,78.9039333333,62.7243333334,67.3909333333,27.0768666667,33.8013333334,32.1666666667,29.2244,31.3333333333,55.2949333333,28.6729333333,63.9871333333,32.3014
793.32,32.6308666667,79.4189333333,63.2503333333,68.0907333333,27.8480666667,34.9999333333,32.7842666667,30.2683333333,32.3052,56.0791333333,29.5338666667,65.0702666667,33.0331333334
793.62,32.7997333333,80.3728666667,63.5871333333,68.4282,27.8560666667,35.1076,32.6774666667,30.6462,32.7098,56.2905333333,29.4889333333,65.5545333333,33.3461333334
793.93,32.8824,80.8309333333,63.5361333333,68.6699333333,27.5813333334,34.905,32.5281333333,30.6022666667,32.5796666667,56.3414666667,29.1787333334,65.8293333333,33.4042
794.24,32.3626666667,80.1022666667,62.9757333333,67.7650666667,26.8710666667,34.6296666667,31.9924666667,30.2043333333,31.8583333333,55.6385333333,28.461,65.1980666667,33.1161333333
794.55,31.5961333333,79.009,62.195,66.6477333333,26.3029333333,33.854,31.176,29.4386,31.4206,54.8196,27.6825333333,64.4154,32.2420666667
794.86,32.2947333333,79.5646666667,63.1094,67.2386666667,27.2513333333,34.428,31.8780666667,30.1430666667,32.1766,55.7710666667,28.5383333333,65.3233333334,32.9105333334
795.16,32.9064666667,79.3352,63.251,67.1790666667,28.1000666667,34.7484666667,32.1685333333,30.7226666667,32.6379333333,55.7792,29.082,65.3248,33.1504
795.47,33.1432,78.8414,62.7272666667,67.1360666667,28.6928,35.0149333333,32.6619333334,31.1645333333,33.0124666667,55.7576,29.7266666666,65.5198666667,33.5412
795.78,33.7036666667,78.3217333333,62.5926,67.0544,29.4386,35.6712,33.3622666667,31.8055333334,33.4028666667,55.8507333333,30.3761333334,65.6019333333,34.3114
796.09,33.2465333333,78.2176,62.5289333333,66.7883333333,29.0914666667,35.7811333333,33.1248666667,31.1227333333,33.0671333333,55.4803333333,30.0288,65.4282666667,34.2997333334
796.40,32.6546,77.5439333333,62.2893333333,66.2064666667,28.6339333333,35.4328,32.7006666667,30.371,32.4762666667,54.898,29.79,64.8029333333,34.0006
796.70,32.0813333333,77.5196,62.2475333333,65.7408666667,28.0232666667,34.6374666667,32.2736,29.4498,31.5283333333,54.4744666667,29.1936,64.39,33.6186
797.01,31.7174,76.7217333333,61.6507333333,64.9464,27.5990666667,34.0166666667,31.7868666667,28.7924,30.8369333333,53.6228,28.7343333333,63.7243333333,32.7946666667
797.32,31.5555333333,76.9357333333,61.7427333333,64.9998666667,27.5966,34.1754666667,31.7896,28.8654,30.8128,53.8422666667,28.7544666667,63.8012,32.7310666667
797.63,32.5059333333,77.7600666667,63.0202,66.3416666667,28.8179333333,35.0828,32.7304666667,29.9468666667,31.9918666667,55.1301333333,29.7458666666,64.8226666667,33.7825333333
797.93,33.5375333333,79.1232666667,64.4565333333,67.6037333333,29.8798,36.1682,33.9339333333,31.1531333333,32.8588,56.2342,30.7748,66.3062,35.0690666666
798.24,33.1264666667,78.8807333333,64.3126,67.6824666666,29.6228,36.1376,34.0510666667,31.0888,32.7859333334,56.0219333333,30.4804666667,66.1253333333,35.0488666667
798.55,33.0236,79.0954,64.5477333333,67.8935333333,29.4857333333,36.2702,34.3432666667,31.0161333333,32.6083333333,56.2392,30.3222,66.4561333333,35.2478
798.85,32.3195333333,79.2364666667,64.6454,67.8023333333,28.521,35.4378666667,33.3910666667,30.3817333333,31.7998666667,55.778,29.2269333333,66.5192,34.6552666667
799.16,31.8950666667,78.9373333333,64.5286666667,67.5673333333,28.2346,34.9142666667,33.0288666666,30.1652666666,31.4287333333,55.4842666667,28.6103333333,66.1288,34.1431333333
799.47,32.6078,79.1894666667,64.8431333334,68.0588666667,28.8496,35.2549333333,33.4444666667,31.0196,31.7386,55.8104,29.4118,66.5946,34.4574666667
799.78,33.4064666667,80.4187333333,65.4568666667,68.8999333333,29.5978666667,35.9255333333,33.7520666667,32.0439333333,32.3828666667,56.4242,29.9568,67.1852,35.0547333333
800.08,33.5078666667,80.6512666667,65.6664,69.1506666667,29.8153333333,35.9920666667,33.4003333333,32.5344666667,32.4672666666,56.4014666667,30.0235333333,67.3312,34.8572666667
800.39,33.8592,81.1953333333,66.4753333333,70.4234666667,30.3688,36.8032666667,33.9004,33.0738666667,32.9576,57.0765333334,30.3551333333,68.1078666667,35.6624666667
800.70,33.8618666667,81.1328,66.4674666667,70.4633333333,30.4909333333,36.8212666667,33.9375333333,33.1411333333,33.2234,56.7181333333,30.5664,68.3421333333,35.5923333333
801.00,33.7442666667,82.4301333333,66.7446,71.0308666667,29.954,36.571,33.8504,32.4548,32.7452666666,56.5992666667,30.2586666667,69.0046,35.2816
801.31,33.2248666667,82.5552666667,66.2541333333,71.0531333333,29.2364666667,36.4314666667,33.4636,31.8132666667,32.0738,56.5760666667,29.6489333334,68.6645333333,34.9475333333
801.62,33.1052,82.8477333333,66.1000666667,71.3318,28.6532666667,36.365,32.8329333333,31.5525333333,31.582,56.3724666667,29.5953333333,68.7490666667,34.4592666667
801.92,32.9484,83.6089333333,66.5156,72.1327333333,28.5316,36.6252666667,32.6311333333,31.914,31.6044666667,56.6704,29.9434,69.3016,34.8810666667
802.23,33.8602,84.3264666667,67.2837333333,72.5356666667,29.8344666667,37.7954,33.8149333333,33.0398666667,32.5659333333,57.3664,31.1587333333,70.1127333333,36.1699333334
802.54,34.4508,84.8696666667,67.9652,73.0312666667,30.4870666667,38.6108666667,34.3829333333,33.8692666667,33.1824666666,58.0445333333,32.0950666667,70.6152,36.8290666667
802.84,34.5379333333,84.2124666667,67.8862,72.7197333333,30.7818666666,38.7506,34.8147333333,33.9693333333,33.4232,58.2192666667,32.256,69.9515333333,37.0446666667
803.15,34.8644,82.5640666667,67.1647333333,72.022,31.1868666667,38.652,35.0256,33.663,33.4945333333,57.8240666666,32.3809333333,69.2234,37.348
803.46,35.7814,82.6229333333,67.4462666667,72.4445333333,32.3642666667,39.5336666667,36.0803333333,34.0036666667,34.4770666667,58.3970666667,33.3261333333,69.6539333333,38.6011333333
803.76,36.6082,83.5452666667,68.1505333333,73.0555333333,33.4357333333,40.4822666667,37.0468,34.9632666666,35.3873333333,59.2836,34.5174666667,70.636,39.5977333333
804.07,36.9650666667,83.9338,68.501,73.3555333333,33.5691333333,40.8176666666,37.4586666667,34.8507333333,35.2044,59.8379333333,34.5046666667,70.4825333333,39.8528
804.38,37.3289333333,83.1198666667,68.2808,72.7108,33.9848666667,40.9844,37.4156666667,35.3600666667,35.4976666667,59.5946,34.6219333333,70.1122,40.0579333333
804.68,37.7234666667,82.4822666667,67.9858666666,72.0141333333,34.7800666667,40.8794,37.4468666667,35.5816666667,36.0852,59.2908,34.8722666667,69.8298,40.2127333333
804.99,38.916,83.2872666667,68.9336666667,72.3557333333,36.0112666667,41.5584666667,38.3423333333,36.2805333333,37.1094666667,60.0990666667,35.4373333333,70.6482666667,41.1123333333
805.30,39.3544,83.4808,69.3824666667,72.4700666667,36.5333333333,41.6630666667,38.7928666666,36.4351333333,37.6912666667,60.5753333333,35.579,70.7298666667,41.1158
805.60,39.2794666667,83.0220666666,69.2548666667,72.7878,36.5931333333,41.8957333333,38.8598666667,36.5022666666,37.9012666667,60.8954666667,35.3691333334,70.1435333333,40.5595333333
805.91,39.3626666667,84.0172,69.5739333333,73.6985333333,36.8277333333,42.2485333333,39.1694,36.6703333333,38.3100666667,61.3177333333,35.4457333333,70.87,40.5943333333
806.21,39.4451333333,85.0165333333,69.8356,74.1657333333,36.5900666667,42.1614666667,39.0214666667,36.8895333333,38.2988,61.7525333333,35.2756666667,71.4640666667,40.4528
806.52,38.4366666667,85.5769333333,69.7858666667,73.9720666666,35.6859333333,41.4429333333,38.2712,36.3998,37.6626,61.5031333333,34.3706,71.4167333333,39.4364
806.83,36.8605333333,84.6598666667,68.7342666667,72.9076666667,34.2151333333,40.2356666667,37.2936666666,35.3629333333,36.4348,60.6840666667,33.2192666667,70.3611333333,37.8561333333
807.13,36.3091333333,84.8212,68.2276666667,72.5259333333,33.664,39.7000666667,36.8627333333,35.0788,35.7477333333,60.4766666667,32.7564,69.8192666666,37.1242
807.44,36.9499333334,85.3472666667,68.8708,73.2014666667,34.3268,40.1784666667,37.2449333333,35.8246,36.7480666667,61.0322,33.4886,70.4074666667,37.6018666667
807.74,36.5838,85.278,68.8678,73.4201333333,34.138,40.1578,37.2544666667,35.8106,36.5286666667,60.8914666667,33.3491333333,70.1776666667,37.3333333333
808.05,36.7672,85.8784666667,69.6824,74.5074666667,33.7836666667,40.5628666667,37.6758666667,36.4214,36.5098666667,61.2061333333,33.7756666667,70.6553333333,37.3944
808.35,36.0783333333,85.1782,69.0356666667,74.0376,33.4374,39.9920666667,37.223,36.4866666667,36.0223333333,60.5282,33.7574666667,70.1080666667,37.1908666667
808.66,35.9566,84.5006,68.1508666667,73.3414666667,33.1568666667,39.7592666667,36.9193333333,36.5021333333,35.5074,59.8154666667,33.6622,69.4103333333,37.0558666667
808.97,36.1,86.425,68.975,74.1916666667,33.2,39.9,37.5166666667,36.8666666667,35.4333333333,60.6166666667,34.2833333333,70.8416666667,37.85
809.27,35.3938,86.7942666667,69.272,73.8868,32.8394666667,39.5656666667,37.2497333334,36.5686,34.4742666667,60.2554666667,33.9974,70.5491333333,38.0502666667
809.58,34.7657333333,86.8748666667,69.0276666667,73.8194666667,32.6648666667,39.4530666667,37.309,36.1197333333,34.0018,59.9132666667,33.8280666667,70.295,37.8906
809.88,35.3272,87.3342666666,69.0118666667,74.1676666667,33.1048666667,40.1845333334,38.1202666667,36.6974,34.3170666667,60.4655333333,34.3522666667,70.8740666667,38.2256
810.19,35.9510666667,88.9492000001,70.1993333333,75.5978,33.8315333333,40.7608,38.5778,37.165,35.1267333333,61.1050666667,34.3931333333,72.3911333333,38.8588666667
810.49,36.5322666666,89.8933333333,71.581,76.6527333334,34.7426,41.6318,39.4621333333,37.7191333333,36.0686666667,61.7896,34.6872,73.5745333333,39.4066666667
810.80,36.5105333333,90.3924000001,72.1513333333,77.3238666667,34.8746666667,41.9574666667,39.3759333333,37.9101333333,36.2836,61.9668,34.6950666667,73.9764,39.6029333333
811.10,36.4343333334,89.578,71.4460666667,76.8515333333,34.9074666667,41.9062,38.9664666667,37.6196,36.4342666667,61.9723333333,34.7937333333,73.6843333333,39.4689333333
811.41,35.8248,89.9172,71.8054666667,76.9732666667,35.2312,41.9464,38.4428,37.1386666667,36.4672666667,62.4136666667,34.3844666667,74.0340666667,39.7373333333
811.71,35.8445333333,90.7111333333,72.5365333333,77.8215333333,35.2999333333,42.5718,38.7290666667,36.7826666667,36.7222,63.0156666667,33.9082,75.0681333333,40.0604
812.02,37.1530666667,92.8315333333,74.4496,79.4265333333,36.7229333333,44.0349333333,40.1434,37.8188666667,38.2795333333,64.8233333334,35.4634,77.1940666667,41.6692666667
812.32,38.2445333333,92.6636,75.0989333333,79.8274666667,37.5038,44.6068666667,40.7710666667,38.4170666667,39.2694666667,65.1343333334,36.3064,77.646,42.2223333333
812.63,39.4259333333,92.4167999999,75.0150666667,80.0200666667,37.9355333333,45.1862,41.3494,38.9326,40.6646,66.1733333333,37.0493333333,78.288,43.0010666667
812.93,41.3044666667,94.946,77.5038666667,82.3112666667,39.3735333333,46.646,42.5372,40.606,42.4959333333,68.3719333333,38.6954666667,80.9964,44.5506
813.24,43.0944,96.9366666665,79.9792,84.8286666667,40.9553333333,48.0166666667,44.0602,42.6790666667,43.9148666667,70.135,40.1453333333,82.7622666667,46.0954
813.54,44.6030666667,96.4896666667,80.0202666667,84.8558,41.9524666667,49.3980666667,45.3616666667,44.5928666667,44.8761333333,70.8548,42.0536666667,82.6506,47.233
813.85,44.4678666667,95.4524000001,79.4302666667,83.8982,41.6192,49.1254666667,45.1474666667,44.7776,44.6178,70.9345333333,42.3987333333,82.219,47.4063333333
814.15,44.6411333333,94.6903333333,79.2724,83.4709333333,42.114,48.9774,45.9292666667,45.2408666667,44.759,71.357,42.7926,82.1042666667,47.709
814.46,45.9368,96.7456,81.1734666667,85.0396,42.9289333333,49.5957333333,47.3668,46.2821333333,45.7692,72.8993333333,43.8265333334,83.5601333333,49.1026
814.76,48.1449333333,97.6135333334,82.0580666667,85.884,44.6762,50.7631333333,49.3911333333,47.7874666667,47.4879333333,74.2126,45.7100666667,84.7246,50.5796666666
815.07,48.5325333333,97.4214,82.194,85.2602,45.5414666667,51.0924,50.2954,47.7542,47.9793333333,74.4397333333,46.2916,84.3037333334,51.0829333333
815.37,48.0186,96.8112666667,81.7249333333,84.3076666667,45.4172666667,50.6387333333,49.9860666667,47.5617333333,47.5152666667,74.1724,45.7529333333,83.5245333333,50.4055333333
815.68,47.5886666666,95.4080666667,81.0234666667,83.7897333333,45.1268666666,50.2628666666,49.6818,47.2935333333,47.0447333333,74.2000666667,45.4864,82.8124,49.8478
815.98,46.8548,93.4856,79.6774,82.3208,44.4174666667,49.1130666667,49.3370666667,46.6308666667,46.0125333333,72.9928666667,44.9732,81.2186,48.9784666667
816.29,45.9164666667,91.3065333334,77.8524666667,80.9142,43.7687333333,48.3828666667,49.0642666667,46.0802666667,45.4419333333,71.6602666667,44.1312,79.4481333334,48.4520666667
816.59,44.6793333333,90.0212,76.7812666667,79.4224666667,43.0742666667,47.4818,48.2208,44.3738,44.6624,70.5478,43.1508,78.5733333333,48.0678666667
816.89,43.6424666667,89.1062,76.1154,78.4127333333,42.2721333333,46.2323333333,47.1761333333,42.8153333333,43.8930666666,69.6825333333,41.9212666667,77.3350666667,47.2766666667
817.20,43.5439333333,89.6983999999,76.1422,78.5542,41.7679333333,45.981,46.8154,42.0488,43.4529333333,69.7314,41.4209333333,77.0260666667,46.9971333333
817.50,43.5913333333,90.6438,76.302,78.8194,41.2542666667,45.6332,46.3056666667,41.5167333333,43.0338,69.6354,41.2952,76.917,46.4532
817.81,41.9242666667,88.8620666666,74.3552666667,77.1736666667,39.545,43.8963333333,44.5508666667,39.7924666667,41.3172666667,67.5528666666,39.6965333333,75.457,44.3113333333
818.11,39.6952,86.4533333333,72.0686666667,74.5828666667,37.0133333333,42.042,42.4456666667,37.8742666667,39.1467333333,64.861,37.5542,73.0743333333,41.9962
818.41,38.2804,84.2039333333,69.7558,72.8452666667,34.8852666667,40.029,40.3861333334,36.4151333334,37.2022666667,62.6522,35.8469333333,70.7469333333,40.073
818.72,37.1012,83.2534,68.6270666667,72.2002666666,33.2984,38.6791333333,38.9712666667,35.3006666667,35.7386,60.9662666667,34.6542666667,69.7323333333,38.9503333333
819.02,34.8871333333,81.2378666667,66.067,69.7356666667,31.2702,36.3702,36.3249333333,32.6755333333,33.5589333333,57.8530666667,32.2630666667,67.2662666666,36.757
819.33,32.5945333333,79.6188,64.2158,67.8805333333,29.1468,34.078,33.4155333333,30.044,31.1639333334,55.4734666667,29.8212666667,65.5116,34.4708
819.63,29.4956,76.1524,60.8018,64.2157333333,25.9555333333,30.8623333333,29.7478666667,26.4246,27.7256666667,51.9062,26.5002666667,61.9264,30.7816666667
819.93,26.6921333333,73.5965333333,58.1062,61.9574,23.2611333333,28.0976666667,26.8068,23.8131333333,24.9299333333,49.0742666667,23.8131333333,59.1718666667,27.9321333333
820.24,24.3761333333,71.1662666667,55.5285333333,59.6712666667,21.0673333333,25.8855333333,24.6588666667,21.5589333333,22.6050666667,46.3769333333,21.6083333333,56.8893333333,25.6804666667
820.54,23.041,69.4327333333,53.9952666667,58.0406,19.9941333333,24.465,23.3214666667,20.1566666667,21.5542666667,44.7636666667,20.1920666667,55.2303333333,24.4059333333
820.85,21.6709333333,67.6345333333,52.4965333333,56.3980666667,18.8228666667,23.1153333333,21.9608666667,18.7776666667,20.1286666667,43.3296,18.9137333333,53.7618666667,23.2036
821.15,20.9126,66.8823333333,51.7040666667,55.6222666666,18.1749333333,22.4098666667,21.2357333333,17.9637333333,19.4106,42.5638,18.0980666667,52.9770666667,22.5396
821.45,20.4156,66.6191333333,51.3162666667,55.3798,17.6504666667,21.7162666667,20.5739333333,17.2010666667,18.8201333333,42.2268,17.4248666667,52.5336,21.9794
821.76,20.0732,66.5862666667,51.1032666667,55.3533333333,17.2366,21.4009333333,20.2337333333,16.7524666667,18.4838666667,41.9579333334,17.0338666667,52.4456,21.6912666667
822.06,19.9881333333,66.4206666667,50.971,55.1506666667,17.1236,21.2247333333,20.1195333333,16.5446,18.3586,41.8619333333,16.8553333333,52.4144,21.5799333333
822.36,20.0411333333,66.7358666667,51.1714666667,55.365,17.1104666667,21.2232666667,20.0724666667,16.5488666667,18.2828,42.0168,16.7728,52.6269333333,21.6350666667
822.67,20.2079333333,66.8325333333,51.2695333333,55.5004,17.2498666667,21.3694,20.2369333333,16.7116666667,18.4018,42.1346,16.8986666667,52.7146,21.6708
822.97,20.4298,67.1984666667,51.6532,55.8712666667,17.4831333333,21.62,20.4994,17.0242666667,18.6410666667,42.4146,17.1134,53.1370666667,22.0028
823.27,20.9672,67.5374,52.0595333333,56.2021333333,17.9137333333,22.0328,20.9773333333,17.5257333333,19.1459333334,42.8222666667,17.5824,53.5865333333,22.4858
823.58,21.4746,68.0323333333,52.5986,56.6606,18.3706666667,22.4414,21.4272,17.9418,19.5272,43.4308666667,18.042,54.1207333333,22.9828
823.88,21.8026,68.4807333333,53.0470666667,57.0922666667,18.5895333333,22.6822666667,21.7306666667,18.2105333333,19.6852666667,43.8593333333,18.3735333333,54.6622,23.3798
824.18,22.5208666667,69.2759333333,53.8295333333,57.8272,19.3017333333,23.4517333333,22.4858,18.9024,20.4612666666,44.5433333333,19.0237333333,55.4546,24.0776666667
824.49,23.2856666667,70.0882666667,54.7566,58.6174,20.0836666667,24.2633333333,23.2925333333,19.6311333333,21.1835333333,45.3948666667,19.8144666667,56.3431333333,24.9218666667
824.79,23.8253333333,70.7871333333,55.4530666667,59.214,20.8255333333,25.0353333333,23.9594,20.3248,21.7504666667,45.9154,20.4561333333,57.1215333334,25.6824
825.09,24.5746666667,71.3964,56.3536666667,59.818,21.6988,25.7519333333,24.7378,21.2601333333,22.4210666667,46.7763333333,21.2466,57.9188,26.5060666667
825.39,25.2138,72.0865333333,57.0284,60.6607333333,22.4223333333,26.4863333333,25.4855333333,22.0506666667,23.1202666667,47.4533333333,21.9763333333,58.5070666667,27.1356
825.70,25.4705333334,71.8740666667,57.12,60.5672666667,22.7823333333,26.9119333334,25.9961333334,22.4398,23.4616,47.5381333333,22.3955333333,58.34,27.3786
826.00,25.6634666667,72.1683333334,57.4656666667,60.8508,22.9033333333,26.9992,26.2641333333,22.5952666667,23.7115333333,47.6974666667,22.5312666667,58.5759333333,27.673
826.30,25.7907333333,72.4602666667,57.6481333333,61.0344666667,22.9606,27.0706,26.3188,22.4479333333,23.7931333333,47.9217333333,22.684,58.7201333333,27.7352666667
826.61,25.5494666667,72.4866,57.5354,60.9977333333,22.7982,26.9624666667,26.2134666667,22.1656,23.5504666667,47.8408,22.5621333333,58.6087333333,27.5984
826.91,25.4,72.8120666667,57.6648666667,61.2667333333,22.7031333333,26.9704666667,26.0909333333,22.0921333333,23.4900666667,47.8855333333,22.3704,58.7907333334,27.5176
827.21,25.4802666667,72.7403333333,57.5338666666,61.4022,22.7658666667,27.1018666667,26.1863333333,22.3018,23.5977333333,47.6888,22.45,58.8426666667,27.4821333333
827.51,26.1638666667,73.9594,58.2550666667,62.4975333333,23.0703333333,27.4559333333,26.7998666667,22.7939333333,23.9993333333,48.4849333333,22.8670666667,59.8469333333,28.0884666667
827.82,26.9992,74.792,58.8842,63.2710666667,23.569,27.9938,27.3041333333,23.458,24.5008666667,49.1579333333,23.3540666667,60.4402,28.614
828.12,27.5983333333,75.3239333333,59.243,63.5335333333,23.85,28.6172,27.9438,24.1340666667,25.1237333333,49.6834,24.0502,60.8041333333,29.0356666666
828.42,27.9242,76.1609333333,59.7148,64.1204666667,24.2023333333,29.1621333333,28.4867333333,24.5147333333,25.5536,50.1622,24.5186,61.2029333333,29.299
828.72,28.5034,77.0792666666,60.5016666667,64.8767333333,24.7874666667,29.8724666667,29.0858666667,24.7109333333,26.0544,50.8203333333,25.0212,62.0748666667,29.9658666667
829.02,29.8072666667,78.7824,62.0498,66.4222,26.06,31.1283333333,30.3574,25.9660666667,27.3013333333,52.4259333333,26.5725333333,64.0008666667,31.1755333333
829.33,31.2768666667,80.8267333333,63.6106,68.1999333333,27.5090666667,32.9671333333,32.1456,27.5564,28.7544666667,54.2439333333,28.2784,66.1172,32.6685333333
829.63,32.9359333334,82.6233333333,65.1416666667,69.9911333333,29.185,34.7356,34.1396,29.6640666667,30.4118666667,56.0326,29.9795333333,67.7826666667,34.5312
829.93,34.8294666667,84.7113333333,67.2704666667,71.8634666667,30.702,36.6009333333,36.2008,31.542,32.2704,58.0512,31.8832666667,69.9477333333,36.2925333333
830.23,37.6394666667,87.2459999999,70.1216,74.1702666667,33.1688,39.5277333333,38.9555333333,34.3848666667,35.1358666667,60.5865333333,34.9,72.4964666667,38.8627333333
830.54,40.696,90.0154666667,73.2018666667,76.8446666667,35.9706,42.877,41.9489333333,37.146,38.2752666667,63.9289333333,38.1592666667,75.3133333333,41.7557333334
830.84,41.3076,89.9639333333,73.9270666667,76.9834,37.1279333333,44.5408,42.9521333333,38.0668,39.6389333333,64.5566666667,39.3902666667,75.708,42.9603333333
831.14,41.1477333333,90.7586,74.4898,77.7616,37.2772,44.7312666667,43.3126,38.4744666667,40.0078666667,65.2727333333,39.6634666667,76.1872,43.0008666667
831.44,41.4974666667,90.1392666666,74.7033333333,78.6539333333,38.0407333333,44.5399333333,43.5841333333,38.9326666667,40.0796,65.5754666667,39.8407333333,76.2645333333,43.1462
831.74,42.0373333333,89.5729999999,74.4943333333,78.2547333334,38.5468,44.5018666667,43.3332666667,39.2208666667,40.1648666667,65.558,39.8801333333,76.2098,43.1986
832.04,41.125,87.8749999999,73.2292,76.8124666667,37.3750666667,43.3959333333,42.1458,38.6388,39.2294,64.7569333333,38.7778666667,74.2847333333,42.0696
832.35,39.0691333333,86.3282666666,71.2826,74.9934666667,35.0520666667,41.3476666667,39.9414666667,36.7512,37.0442666667,62.9232666667,36.5235333333,72.2721333333,40.3905333333
832.65,37.2537333333,84.5227333333,69.5874666667,73.0200666667,33.9053333333,39.7951333333,38.1932,35.0616,35.3568666667,60.9696,34.7967333333,70.3283333333,39.0063333334
832.95,36.3338,83.7168666667,68.5844,72.07,33.0851333333,38.8720666667,37.1968666667,33.9706666667,34.4444666667,59.7517333333,33.7507333333,69.3739333333,38.0088666667
833.25,35.6929333333,83.6276,68.0631333333,71.878,32.611,38.2184666667,36.4045333333,33.4244,33.9270666667,59.0796666667,33.0069333333,69.0744,37.5709333333
833.55,34.9271333333,82.6972666667,66.9732,71.0856,32.046,37.5172,35.7496,32.9960666667,33.4712666667,58.2426,32.2502666667,68.24,37.0984
833.85,33.7201333333,82.1152666667,66.0036,70.2888666667,30.9318666667,36.0863333333,34.4487333333,32.002,32.0724,57.0610666667,30.8917333333,67.2896666667,36.1616666667
834.16,33.0346666667,81.3841333333,65.4468666667,69.6090666667,30.3558666666,35.2700666666,33.5076,31.4612666666,31.3518666667,56.1463333334,29.9726666667,66.5172666667,35.2302666667
834.46,33.1386666667,81.1536,65.5978,69.663,30.6168666667,35.7802,33.5231333333,31.5555333333,31.4207333333,55.8153333334,30.1524,66.4468,35.3608
834.76,33.1369333333,81.6292666667,65.9115333333,69.8214666666,30.3283333333,36.0744,33.3488,31.4818666667,31.4972666666,55.5936,29.925,66.4909333333,35.6091333333
835.06,33.5364,82.8722,67.1774666667,70.9610666666,30.7358,36.9742,34.1624666667,32.1582666667,32.3283333333,56.2876666667,30.28,67.441,36.5073333333
835.36,34.3649333333,84.6860666667,68.771,72.4608666667,31.9422,38.3791333333,35.473,33.3686,33.7991333333,57.2531333333,31.3233333333,69.0421333333,37.9604
835.66,36.1904666667,86.0612,70.5519333333,74.4055333333,34.0839333333,40.4919333333,37.679,35.2823333334,36.121,58.6566,33.1819333333,70.7475333333,40.2774666667
835.96,38.1354666667,87.8913999999,72.5559333333,76.6495333333,35.989,42.7452,39.4909333333,37.5161333333,38.4589333333,60.4815333333,35.4660666667,72.7554666667,42.5043333333
836.26,40.6985333333,90.3569333334,75.4821333333,79.6051333333,38.4434666667,45.8846,42.0576666667,40.3188,41.5034,63.0524,38.208,75.4137333333,45.338
836.57,43.606,91.3715333333,77.1184666667,80.7406,41.3431333333,49.2144666667,44.9246,43.0525333333,44.5583333333,65.2258,41.042,76.4834,47.5620666667
836.87,46.6756666667,94.4025999999,80.3864000001,83.4860666666,44.0700666667,52.2732,47.9694666667,45.5526,47.6641333333,68.2658,43.4411333333,79.0205333333,50.4583333333
837.17,50.3190666666,98.2619999999,84.3790666666,87.2066,47.6975333333,56.7698666667,52.1748,49.1801333333,52.2337333333,72.4792,47.3737333333,82.9946,54.2268666667
837.47,54.7192,101.900266667,88.2205333333,91.1181333332,51.5904666667,61.0078,56.6298666667,53.6169333333,56.3779333333,77.0814666667,52.0313333334,87.1601333333,58.6456666667
837.77,57.6228,103.836333333,90.3924666666,93.3000666666,54.1073333333,63.6374666667,59.2924666667,56.3957333333,59.4473333333,79.989,55.0469333333,89.9390666667,61.9900666667
838.07,60.6516,106.864533333,93.1704666666,96.2420666667,57.2774,66.783,62.1524,59.1041333333,62.5944666667,83.8510666666,57.9756666667,93.5892666667,64.9215333333
838.37,60.3894,104.536066666,90.7330666667,94.0434666665,57.3081333333,66.6322666667,61.26,58.5452,61.7868666667,83.0240666667,57.9953333333,91.8327333333,64.1695333333
838.67,61.6869333333,105.096,90.9947333334,94.8109999999,58.0686666666,67.1785333333,61.9896,59.5346666667,61.9428,83.9208666668,59.1972666667,92.6119333333,64.5724666667
838.97,62.9629333333,108.330466667,93.0541333333,96.4785333334,58.3484666666,68.3060666667,62.793,60.3158666667,62.8295333333,85.9744666667,59.8907333333,95.1548000001,64.9181333333
839.27,63.6487333333,109.461866667,93.4693333333,97.1057333333,58.0705333334,68.5094666667,62.6098,60.5194666667,62.6096666667,86.778,59.6165333333,95.8566666667,65.0835333333
