wavelength,Back_RhoCruf,Belly_RhoCruf,Breast_RhoCruf,Crissum_RhoCruf,Crown_RhoCruf,DorTail_RhoCruf,Rump_RhoCruf,Throat_RhoCruf,WingTip_RhoCruf
756.62,18.8092222222,52.5404444444,47.5434444445,56.6543333334,16.9075555556,19.5976666666,21.3168888889,42.9114444445,17.4988888889
756.93,18.3755555556,52.4923333333,47.3487777778,56.7231111111,16.4023333333,18.9744444444,20.9104444444,42.693,17.0232222222
757.24,18.1947777778,52.2271111111,47.0226666667,56.372,16.3852222222,18.7685555556,20.7951111111,42.3075555556,16.985
757.56,17.8366666667,52.167,46.6997777778,56.2032222222,16.1148888889,18.4656666667,20.4636666667,42.2185555556,16.7474444444
757.87,17.2597777778,51.8678888889,46.5295555556,55.8058888889,15.7751111111,18.1955555556,20.2181111111,41.8398888889,16.4934444445
758.18,17.5056666667,51.9066666667,46.5395555555,55.7162222222,16.0212222222,18.365,20.3721111111,42.0351111111,16.5991111111
758.50,17.2471111111,51.4418888889,46.087,55.3328888889,15.7577777778,18.1448888889,20.0504444444,41.6484444444,16.4293333333
758.81,17.211,51.6514444444,46.065,55.4316666667,15.8672222222,18.3546666667,20.1172222222,41.7713333333,16.5228888889
759.13,17.0156666667,51.8251111111,46.0628888889,55.7235555556,15.799,18.276,20.0846666667,41.8283333333,16.3251111111
759.44,16.9895555556,51.8226666667,46.113,55.8746666667,15.8636666667,18.1408888889,19.945,41.9251111111,16.355
759.75,17.0017777778,51.8444444444,46.06,55.9511111111,15.8332222222,18.101,19.8336666666,42.0264444445,16.5293333333
760.07,17.0725555555,51.687,45.9221111111,55.8577777778,15.857,18.2477777778,19.9221111111,41.7878888889,16.5993333333
760.38,17.4164444444,51.5081111111,46.0011111111,55.695,16.0602222222,18.6296666667,20.1358888889,41.6925555556,16.8331111111
760.69,17.9086666667,51.8867777778,46.4173333333,55.9445555556,16.5283333334,19.0931111111,20.5087777778,42.0407777778,17.2151111111
761.01,18.438,52.1212222222,46.8053333333,56.3198888889,16.9367777778,19.593,21.0572222222,42.3145555556,17.6806666666
761.32,18.9728888889,52.1458888889,46.955,56.6082222222,17.2337777778,19.8423333333,21.3428888889,42.6042222222,17.9628888889
761.63,19.2255555555,52.3197777778,47.1986666666,56.9061111111,17.3088888889,19.9937777778,21.4384444444,42.6627777778,18.1743333333
761.94,19.5102222222,52.6287777778,47.3774444444,57.0853333333,17.6116666667,20.1571111111,21.6597777778,42.7906666667,18.4036666667
762.26,19.6451111111,52.7052222222,47.5941111111,57.1101111111,17.7184444444,20.1302222222,21.7254444445,42.8434444444,18.4507777778
762.57,19.8232222222,52.7597777778,47.587,57.1101111111,17.7795555556,20.2063333334,21.7553333333,42.8062222222,18.579
762.88,20.0471111111,52.9097777778,47.6313333333,57.2274444445,18.0233333333,20.4447777778,22.0896666667,42.9672222222,18.7107777778
763.20,20.048,52.8868888889,47.6975555555,57.1003333333,18.0063333333,20.4105555556,22.135,42.8574444444,18.604
763.51,20.2722222222,53.0958888889,47.9103333333,57.3016666667,18.1941111111,20.5023333334,22.251,43.182,18.6936666667
763.82,20.5057777778,53.3312222222,48.0621111111,57.6054444445,18.5367777778,20.7662222222,22.4488888889,43.3634444444,18.9845555556
764.14,20.7723333333,53.5758888889,48.2034444444,57.9992222222,18.5792222222,20.9252222222,22.6201111111,43.6801111111,19.167
764.45,20.9136666667,53.8432222222,48.2405555556,57.9758888889,18.6845555555,21.0133333333,22.6395555555,43.7658888889,19.2258888889
764.76,20.9665555555,54.1496666666,48.331,58.1141111111,18.7952222222,21.2061111111,22.6482222222,43.7791111111,19.288
765.07,20.861,53.9523333333,48.202,57.851,18.704,21.2388888889,22.6144444444,43.6858888889,19.2461111111
765.39,20.9632222222,53.7315555555,48.2213333333,57.8361111111,18.6135555556,21.3328888889,22.6336666667,43.7444444444,19.3617777778
765.70,20.9497777778,53.4053333333,48.022,57.8637777778,18.5311111111,21.3571111111,22.5158888889,43.5413333333,19.3804444444
766.01,21.0075555556,53.2093333333,47.9888888889,57.6065555556,18.5782222222,21.5551111111,22.5805555556,43.5284444444,19.4512222222
766.32,20.8984444444,53.2566666667,47.9158888889,57.5586666667,18.3354444445,21.4757777778,22.3173333333,43.5008888889,19.3494444444
766.64,20.9865555556,53.3975555555,47.9304444445,57.6951111111,18.4041111111,21.7168888889,22.2592222222,43.5258888889,19.4554444444
766.95,20.5827777778,53.4137777778,47.611,57.4307777778,18.0738888889,21.561,21.9863333333,43.2728888889,19.0636666667
767.26,20.0751111111,52.9287777778,47.0514444445,56.9468888889,17.8401111111,21.3824444444,21.7263333333,42.9971111111,18.7356666667
767.57,19.3556666667,52.0457777778,46.3664444444,56.1204444444,17.3555555556,20.89,21.1415555556,42.3285555555,18.1143333333
767.88,18.8201111111,51.2657777778,45.7696666667,55.513,16.7941111111,20.4086666667,20.6294444445,41.7726666667,17.601
768.20,19.1018888889,51.4358888889,45.9893333333,55.7041111111,16.9985555556,20.747,21.0395555556,42.0572222222,17.8624444444
768.51,19.484,51.8231111111,46.2743333333,56.1338888889,17.5227777778,21.088,21.3591111111,42.4066666667,18.2141111111
768.82,19.399,51.8192222222,46.4523333334,56.2496666667,17.6845555556,21.1226666667,21.5652222222,42.5391111111,18.1085555556
769.13,19.6787777778,52.2853333333,46.8875555556,56.703,18.1917777778,21.6626666667,22.1408888889,42.9767777778,18.5503333333
769.44,19.5598888889,52.4657777778,46.9545555556,56.9995555556,18.2532222222,21.6082222222,22.3302222222,43.1721111111,18.5185555556
769.76,19.6914444444,52.5957777778,47.4144444444,57.1028888889,18.4536666667,21.9876666667,22.7612222222,43.2164444445,18.8627777778
770.07,19.3121111111,52.2792222222,47.1406666667,56.7511111111,18.2488888889,21.6371111111,22.5326666667,42.8876666667,18.5388888889
770.38,19.9554444444,52.7506666667,47.9272222222,57.4806666667,18.7444444445,22.1858888889,23.1642222222,43.3627777778,19.1274444445
770.69,19.9925555555,52.7025555555,48.0161111111,57.4892222222,18.4021111111,21.8418888889,22.9935555556,43.4246666667,18.9833333333
771.00,19.8782222222,53.0066666666,48.2973333333,57.9425555555,18.5742222222,21.6997777778,23.0626666667,43.2483333334,18.946
771.32,20.0394444445,53.4218888889,48.5255555555,58.4113333334,18.9287777778,21.7736666667,23.3435555556,43.3721111111,19.3611111111
771.63,19.6513333334,52.9625555556,47.9815555556,58.0153333333,18.5185555556,21.2892222222,22.8553333333,43.0673333333,18.9571111111
771.94,19.6396666667,52.8447777778,47.9252222222,58.1658888889,18.4293333333,21.5248888889,22.9026666667,43.0611111111,19.0874444445
772.25,19.65,53.425,48.0933333333,58.2185555555,18.2785555556,21.6273333333,22.8172222222,43.1412222222,19.1795555555
772.56,19.2913333333,52.9336666667,47.753,57.5991111111,17.6657777778,21.1174444445,22.1593333333,42.6642222222,18.7245555556
772.87,18.9325555555,52.1221111111,47.2453333333,56.9185555556,17.2246666667,20.8304444444,21.5206666667,41.9597777778,18.3688888889
773.18,18.8587777778,51.8326666667,46.7932222222,56.6167777778,17.1767777778,20.5231111111,21.2074444444,41.8812222222,18.1628888889
773.50,18.7953333333,51.7106666667,46.8762222222,56.8332222222,16.9873333333,20.5086666667,21.3508888889,42.0363333333,18.3301111111
773.81,18.2423333333,51.0397777778,46.2137777778,56.4612222222,16.3955555556,20.1131111111,20.7922222222,41.5547777778,17.8372222222
774.12,18.5387777778,51.3354444445,46.1987777778,56.713,16.4405555556,20.5402222222,20.8777777778,41.4662222222,17.8031111111
774.43,19.1814444445,51.5844444444,46.7008888889,56.632,16.615,21.2674444445,21.3586666667,42.0543333333,18.2875555556
774.74,19.1642222222,51.255,46.6434444445,56.1037777778,16.5325555555,21.2232222222,21.3632222222,41.9895555555,17.9581111111
775.05,18.93,50.9427777778,46.4222222222,55.66,16.4301111111,21.0797777778,21.0123333333,41.662,17.6586666667
775.36,18.3632222222,50.3006666667,46.0946666667,54.9102222222,15.8755555555,20.1872222222,20.4045555556,41.3424444444,17.011
775.67,18.36,49.6476666667,45.569,54.4246666667,16.0424444444,19.8861111111,20.2015555555,41.0084444444,16.6976666667
775.98,18.2477777778,49.7062222222,45.4943333333,54.4746666667,15.7231111111,19.6598888889,19.9663333333,40.895,16.529
776.30,19.1183333333,50.8465555556,46.2816666667,55.1543333333,16.6041111111,20.366,20.9744444445,41.8108888889,17.231
776.61,19.0161111111,50.4548888889,46.1382222222,55.1226666667,16.4376666667,20.2835555556,20.8858888889,41.6151111111,17.1528888889
776.92,19.2262222222,50.7066666667,46.3601111111,55.2854444445,16.7388888889,20.5076666667,21.3114444444,41.8128888889,17.342
777.23,19.8946666667,51.4586666667,47.2048888889,55.7687777778,17.68,21.0488888889,22.1845555555,42.7253333333,18.2695555555
777.54,20.15,51.8014444444,47.9844444444,56.2421111111,18.4051111111,21.2963333333,22.8645555556,43.4743333333,18.8901111111
777.85,19.9008888889,51.1073333333,47.3618888889,55.8943333334,17.9936666667,20.6976666667,22.4041111111,43.0704444445,18.5518888889
778.16,20.2872222222,51.9994444445,48.4236666667,56.9781111111,18.448,21.466,22.7988888889,43.8547777778,19.0632222222
778.47,20.92,52.9123333333,49.1805555556,57.9333333333,18.8144444444,21.7622222222,23.4078888889,44.4184444444,19.4298888889
778.78,21.2622222222,53.1296666667,49.0885555556,57.8712222222,19.0827777778,22.2676666667,23.6363333333,44.5545555556,19.5823333333
779.09,21.4356666667,53.235,49.4592222222,58.112,19.1084444445,22.4911111111,23.8218888889,44.9494444444,19.7508888889
779.40,22.0336666667,53.2345555556,49.7562222222,58.0977777778,19.9793333333,23.0088888889,24.6406666667,45.4455555556,20.0896666667
779.71,21.9527777778,52.9258888889,49.6843333333,58.2048888889,19.8618888889,22.9387777778,24.4905555555,45.1808888889,20.0854444445
780.02,22.084,52.7251111111,49.7236666667,57.7803333333,20.0434444445,22.9857777778,24.6445555556,45.0368888889,20.0104444445
780.33,22.1824444444,52.8093333333,49.7246666667,57.7381111111,20.1592222222,22.8325555556,24.4311111111,45.1543333333,19.9071111111
780.64,21.7332222222,52.178,49.3096666667,57.4588888889,19.6422222222,22.477,23.8907777778,44.4044444444,19.4007777778
780.95,21.3488888889,51.5987777778,48.737,56.6035555556,18.9843333333,21.92,23.3305555556,43.7928888889,18.9372222222
781.26,21.3482222222,51.7344444445,49.1396666667,56.7344444444,19.1868888889,22.1612222222,23.5841111111,43.9293333333,18.9838888889
781.57,21.7238888889,51.4073333333,48.6532222222,56.3232222222,19.3671111111,21.9392222222,23.5892222222,43.6971111111,18.9832222222
781.88,21.3121111111,50.6742222222,48.1997777778,55.7173333333,19.2488888889,21.6557777778,23.4626666666,43.2714444445,18.8444444444
782.19,21.2738888889,50.8131111111,48.252,55.6842222222,19.397,21.5243333333,23.7601111111,43.2926666667,19.1666666667
782.50,21.4133333333,51.2853333333,48.4404444444,56.0011111111,19.6928888889,21.811,24.1756666667,43.3271111111,19.693
782.81,21.6113333333,51.5928888889,48.3172222222,55.9857777778,19.578,21.8612222222,24.1447777778,43.4171111111,19.925
783.12,21.6474444445,51.4897777778,48.1316666667,55.829,19.292,21.4581111111,23.8415555556,43.4068888889,19.6634444444
783.43,21.5731111111,51.5907777778,47.8307777778,55.8518888889,19.2663333333,21.2981111111,23.499,43.2522222222,19.4143333333
783.74,21.4427777778,51.2258888889,47.2151111111,55.1516666667,18.8563333333,21.0601111111,22.9095555556,42.7366666667,18.9626666666
784.05,21.6634444445,51.4577777778,47.1665555555,55.1115555556,18.8838888889,20.8898888889,22.9171111111,43.0976666667,18.7835555556
784.36,21.3702222222,51.682,47.0291111111,55.4897777778,18.8875555556,20.897,22.7246666667,43.0026666667,18.873
784.67,21.4571111111,52.0896666666,46.7183333333,55.8498888889,19.0726666667,20.9565555556,22.6047777778,43.1271111111,19.1611111111
784.98,21.1377777778,51.8075555555,46.4513333333,55.8653333333,18.8798888889,21.1816666667,22.6133333333,42.9172222222,19.2193333334
785.29,21.2346666667,51.9641111111,46.6463333333,55.6358888889,19.0112222222,21.6005555555,22.7488888889,42.9155555556,19.4718888889
785.60,21.5513333333,52.2082222222,47.2387777778,56.5434444444,18.9192222222,21.684,22.8121111111,43.0508888889,19.5677777778
785.91,21.169,52.1583333333,47.2111111111,56.8386666667,18.4394444444,21.2952222222,22.3261111111,42.9757777778,19.2626666667
786.22,20.781,51.7464444444,46.9813333333,56.6217777778,18.3836666667,21.0971111111,22.0824444445,42.8927777778,19.1264444444
786.53,20.8917777778,51.8375555556,47.3211111111,56.3897777778,18.4467777778,21.618,22.3085555556,43.2795555555,19.547
786.84,20.7201111111,52.1203333333,47.8366666666,56.8636666667,18.0607777778,21.6473333333,22.4665555556,43.6466666667,20.0085555556
787.14,21.1965555556,52.6923333333,48.5684444445,57.671,18.7107777778,22.1153333333,23.4543333333,44.0598888889,20.591
787.45,21.8418888889,52.7623333333,48.9942222222,57.7402222222,19.4634444444,23.0587777778,24.2135555555,44.4791111111,21.5653333333
787.76,22.7066666667,53.6798888889,50.0648888889,58.2362222222,19.9441111111,23.8524444444,25.428,45.1061111111,22.0108888889
788.07,23.2678888889,54.0645555556,50.5835555555,58.544,20.1308888889,24.0705555556,25.9393333333,45.2271111111,22.2223333333
788.38,24.016,54.451,50.8968888889,58.6478888889,20.4548888889,24.277,26.4523333333,45.5555555556,22.5701111111
788.69,24.2153333333,54.7284444444,50.9117777778,59.1823333333,20.1273333333,24.3713333333,26.3371111111,46.1595555556,22.5747777778
789.00,23.9123333333,54.6118888889,50.7227777778,58.671,19.928,24.5435555556,26.0908888889,46.3856666667,22.1338888889
789.31,24.229,54.5863333334,50.8101111111,58.152,20.1748888889,24.8457777778,26.4795555556,46.4986666667,22.0323333333
789.62,24.2091111111,55.0086666667,50.9173333333,58.5877777778,19.8614444444,24.7697777778,26.3343333333,46.48,21.7237777778
789.92,23.8838888889,55.3701111111,50.9555555556,58.8433333333,20.1113333333,24.5327777778,26.2873333333,46.427,21.5447777778
790.23,24.1236666667,55.5412222222,50.842,58.8014444444,20.6896666667,24.5067777778,26.5886666667,46.2806666667,21.4704444444
790.54,23.8283333333,55.2842222222,50.5316666667,58.4377777778,20.7407777778,24.5103333333,26.3881111111,46.1386666667,21.467
790.85,23.4885555556,55.2238888889,50.0828888889,58.0656666667,20.2697777778,24.1971111111,26.1646666667,45.3416666667,20.7144444444
791.16,23.0895555555,54.6961111111,49.4092222222,57.2361111111,19.8894444445,23.7107777778,25.2303333333,45.2041111111,20.4726666667
791.47,23.1428888889,54.7911111111,49.8126666667,56.8428888889,20.2325555555,24.0948888889,25.2106666667,45.5835555556,20.5133333333
791.78,22.286,54.2686666667,49.6643333333,56.1711111111,19.6882222222,23.3252222222,24.2127777778,45.2597777778,19.992
792.08,21.3212222222,53.7943333333,49.2817777778,55.726,19.3734444444,22.5307777778,23.6913333334,44.209,19.2678888889
792.39,20.5224444444,53.5207777778,48.7398888889,55.7564444445,18.8478888889,21.837,22.6325555555,43.4228888889,18.6637777778
792.70,19.6754444445,52.4961111111,47.3104444444,54.9337777778,17.8767777778,21.2221111111,21.5077777778,42.2926666667,17.8097777778
793.01,19.3893333333,52.273,47.5401111111,55.0212222222,17.8796666667,21.3654444445,21.4334444445,42.2052222222,17.9813333333
793.32,19.5683333333,51.6252222222,47.2746666667,54.741,17.5442222222,21.4495555555,21.2815555556,41.7063333333,18.0732222222
793.62,19.5798888889,51.9732222222,47.8488888889,55.1574444444,17.4118888889,21.9343333333,21.2992222222,42.0901111111,18.3182222222
793.93,19.7711111111,52.4342222222,48.0577777778,55.4284444445,17.3112222222,22.0694444445,21.2127777778,42.341,18.4138888889
794.24,19.3008888889,52.1953333334,47.2896666667,55.4034444444,16.8608888889,21.5383333333,20.635,42.2661111111,18.0766666667
794.55,19.457,52.363,47.1845555556,56.2007777778,17.1611111111,21.9123333333,20.8982222222,42.3664444445,18.3006666666
794.86,18.8522222222,51.6264444445,46.1962222222,56.0477777778,16.3412222222,21.3546666667,20.654,41.8667777778,17.8344444445
795.16,18.7182222222,51.1406666667,45.6261111111,55.8427777778,15.8296666667,21.4344444444,20.343,41.3588888889,17.1837777778
795.47,19.7378888889,51.7924444445,46.4108888889,56.3648888889,16.5251111111,22.3678888889,20.911,42.3484444444,18.0948888889
795.78,20.7148888889,52.1701111111,47.1353333334,56.6128888889,17.3926666666,23.1376666667,22.0643333333,42.9845555556,18.9552222222
796.09,21.9082222222,53.1778888889,48.6188888889,57.6896666667,18.6126666667,24.2231111111,23.2658888889,44.1461111111,19.8994444444
796.40,22.4466666667,53.4432222222,48.8468888889,58.0084444445,19.0343333334,24.6748888889,24.2725555556,44.3128888889,20.4192222222
796.70,22.3617777778,53.7645555556,48.8563333333,58.0755555556,18.9965555556,24.6802222222,24.3312222222,44.6305555556,20.408
797.01,23.2281111111,54.1625555555,49.4661111111,58.759,19.6918888889,25.3404444445,24.907,45.4194444445,21.17
797.32,23.3993333333,53.8443333333,49.3998888889,58.614,19.845,25.5595555556,24.8858888889,45.4276666667,21.1692222222
797.63,24.3556666667,54.3564444444,50.432,59.1528888889,20.5013333333,26.4581111111,25.4613333333,45.9704444444,21.872
797.93,24.0885555555,54.2848888889,50.5361111111,59.1612222222,20.3161111111,26.0662222222,25.2958888889,45.8423333333,21.5548888889
798.24,24.316,54.6891111111,50.8543333333,59.23,20.8825555556,26.3617777778,25.1905555556,46.017,21.7488888889
798.55,24.4165555556,55.5967777778,51.6027777778,60.1248888889,21.351,26.7013333333,25.9697777778,46.8688888889,22.7154444444
798.85,24.5091111111,55.5142222222,51.5952222222,60.0132222222,21.8826666667,26.746,26.4644444444,46.6567777778,22.7855555555
799.16,24.6012222222,56.0955555555,51.8348888889,60.4658888889,22.2644444445,26.7105555556,26.4827777778,46.7477777778,22.9055555556
799.47,24.0656666667,55.3855555556,51.1724444444,60.0575555555,21.8316666667,25.9598888889,26.045,46.1517777778,22.5874444444
799.78,23.5283333333,54.9368888889,50.7176666667,59.1733333333,21.2512222222,25.247,25.3072222222,45.4672222222,21.9902222222
800.08,24.2636666667,55.4262222222,51.1971111111,59.6984444444,22.1618888889,26.2101111111,26.15,45.8827777778,22.6701111111
800.39,23.2362222222,54.8211111111,50.1442222222,58.4142222222,21.1468888889,25.3344444445,25.177,44.7416666667,21.6977777778
800.70,22.8542222222,54.6386666667,49.9643333333,58.1285555556,20.4415555555,24.9465555555,24.7062222222,44.302,21.4476666667
801.00,21.7076666667,53.5517777778,49.102,57.027,19.352,23.2331111111,23.8287777778,43.4516666667,20.5434444445
801.31,21.8134444445,53.4842222222,49.1142222222,57.2272222222,19.097,22.8671111111,23.6122222222,43.0906666667,20.4414444445
801.62,22.3514444444,54.079,49.7232222222,57.9734444445,19.3983333333,23.145,24.3446666667,43.8353333333,20.8194444444
801.92,22.9816666667,54.574,49.889,58.2406666666,19.9906666667,23.4351111111,24.5833333333,43.9072222222,20.7684444444
802.23,22.7062222222,54.3272222222,49.5904444444,57.5375555556,19.477,22.9387777778,24.0462222222,43.5418888889,20.454
802.54,22.6864444444,53.6618888889,49.2618888889,56.818,19.1587777778,22.8348888889,24.0136666667,43.0984444444,20.6814444445
802.84,23.0585555556,55.3276666667,50.2137777778,57.9982222222,19.6273333334,23.4197777778,24.2373333333,44.0262222222,21.3667777778
803.15,22.8813333333,55.5077777778,50.196,58.2306666667,19.8815555555,23.6936666667,23.7602222222,44.282,21.0375555556
803.46,21.9765555556,55.5062222222,50.3782222222,58.2178888889,19.0293333333,23.0473333334,23.0964444444,43.9631111111,20.0117777778
803.76,22.1034444444,56.0208888889,50.7228888889,59.1007777778,19.598,23.5096666667,23.6482222222,44.078,20.0733333333
804.07,22.1125555555,56.323,50.8322222222,59.6811111111,19.6713333334,23.5673333333,24.0855555555,44.1952222222,19.7906666667
804.38,22.6242222222,57.1731111111,51.3964444445,60.8196666667,20.4238888889,24.8242222222,24.3922222222,45.0471111111,20.2131111111
804.68,22.6255555556,56.9772222222,51.0991111111,60.4858888889,20.367,25.0353333334,24.7025555556,45.2712222222,20.1653333333
804.99,21.4032222222,56.243,50.1162222222,59.5894444444,19.3407777778,24.0218888889,23.7186666667,44.3633333333,19.3407777778
805.30,20.4294444445,55.4745555555,49.3467777778,58.7865555555,18.5555555555,23.1946666667,23.1744444445,43.8366666667,18.9607777778
805.60,20.7686666667,55.7895555555,49.9136666667,59.6523333333,19.1014444445,23.9402222222,23.6047777778,44.5256666667,19.7722222222
805.91,21.5953333333,56.5663333333,50.4397777778,60.196,19.8463333333,24.77,24.5578888889,44.9701111111,20.4327777778
806.21,21.6683333333,55.9483333333,50.4685555556,59.6052222222,19.855,24.8213333333,25.0024444445,44.8172222222,20.5097777778
806.52,21.7075555555,55.2022222222,49.8232222222,58.6236666667,19.3357777778,24.2507777778,24.937,44.3032222222,20.2945555556
806.83,21.9983333333,55.0571111111,49.7456666667,58.6997777778,19.1595555556,23.6874444445,24.8575555556,44.2204444444,20.3701111111
807.13,22.2733333333,54.3935555556,49.5717777778,58.5016666667,18.9906666667,23.3842222222,24.4344444444,44.6381111111,20.214
807.44,22.7097777778,54.2655555556,49.543,58.4601111111,19.683,23.6847777778,24.8627777778,45.0843333333,20.851
807.74,22.4872222222,53.9958888889,49.2354444444,58.0325555556,19.5004444444,23.415,24.9643333333,44.8624444444,20.7745555556
808.05,21.947,53.2417777778,48.8886666666,57.105,19.4902222222,22.9153333333,24.5258888889,44.1895555556,20.2855555556
808.35,22.4858888889,53.3048888889,49.0877777778,57.3297777778,20.2657777778,23.6617777778,25.2737777778,44.262,20.6406666667
808.66,22.8878888889,53.3537777778,49.8208888889,57.911,20.9831111111,24.3112222222,26.0213333333,44.7925555555,20.9524444445
808.97,23.1713333333,53.5437777778,49.6853333333,58.1346666666,20.974,24.461,26.7202222222,45.0014444445,20.9843333333
809.27,22.0861111111,52.3673333333,49.0331111111,57.552,20.1316666667,23.5287777778,25.6403333333,44.7684444445,20.1525555556
809.58,22.043,52.0242222222,48.4818888889,57.2527777778,19.9981111111,23.3712222222,25.3003333333,44.9081111111,20.0188888889
809.88,23.2324444444,53.0673333333,49.3248888889,58.3306666667,21.3184444444,24.1253333333,26.0501111111,46.135,21.3398888889
810.19,23.4123333334,52.6698888889,48.4148888889,57.8514444445,21.7483333333,24.2234444444,26.3823333333,46.3927777778,21.2533333333
810.49,23.1587777778,52.8308888889,48.5845555556,57.6414444445,22.0306666667,24.1165555556,26.8515555555,46.3068888889,21.5731111111
810.80,22.645,52.7263333333,48.6178888889,57.5715555556,21.5611111111,23.729,26.7642222222,46.1463333333,21.3333333333
811.10,22.6742222222,53.0643333333,48.8755555556,57.5397777778,21.6931111111,23.5228888889,26.896,45.8664444445,21.1418888889
811.41,22.4925555556,53.2341111111,48.9294444445,57.888,21.4783333333,23.3716666667,26.82,45.8867777778,21.1404444444
811.71,22.1876666666,52.9984444444,48.8474444444,57.5277777778,21.2016666667,23.2313333333,26.4534444445,45.6598888889,20.789
812.02,22.3497777778,53.4328888889,48.5153333334,57.4228888889,20.9927777778,23.1037777778,26.4902222222,45.1866666667,21.0277777778
812.32,21.4368888889,53.0238888889,47.6324444444,56.4346666666,20.0186666667,21.9058888889,25.164,44.2685555556,19.8898888889
812.63,21.7027777778,53.6472222222,48.3211111111,56.9323333333,20.0845555556,22.3428888889,25.6401111111,44.4807777778,20.0122222222
812.93,20.5342222222,52.6532222222,47.2737777778,56.4057777778,19.1135555556,21.6514444444,24.8207777778,43.376,19.1135555555
813.24,19.3243333333,52.0781111111,46.9846666667,56.7395555556,18.4362222222,21.655,24.2816666667,42.607,18.1897777778
813.54,18.9323333333,52.3525555556,47.6846666667,56.7226666667,18.5597777778,21.9118888889,23.9356666667,41.9988888889,18.5101111111
813.85,18.8264444444,52.7965555555,47.0537777778,56.9788888889,18.6016666667,22.0973333334,23.5332222222,41.7851111111,18.5892222222
814.15,18.4593333333,52.6922222222,47.3203333333,57.4558888889,18.2696666667,21.652,22.9317777778,41.6318888889,18.4086666667
814.46,17.823,52.0108888889,46.908,57.2775555556,17.8355555555,21.4805555555,22.3856666667,41.4906666667,18.1624444444
814.76,18.423,52.3293333333,47.11,57.5733333333,18.236,22.272,23.0194444445,41.7413333333,18.1988888889
815.07,18.9711111111,53.1388888889,48.2188888889,58.7446666667,18.6471111111,22.9945555556,23.5676666667,42.6881111111,19.3947777778
815.37,18.6776666667,52.7778888889,48.4164444444,58.9115555556,18.3133333334,22.3226666667,23.0642222222,43.439,18.7404444444
815.68,19.6504444445,53.6804444444,50.1331111111,60.5346666667,19.5492222222,23.1597777778,24.528,44.6598888889,19.8782222222
815.98,20.2143333333,54.3833333333,50.0187777778,61.4165555556,20.414,23.5566666667,25.4271111111,45.1178888889,20.8254444444
816.29,21.1804444444,55.6547777778,50.6572222222,62.0041111111,21.0814444444,23.6854444444,26.6741111111,45.325,21.3911111111
816.59,21.8196666667,55.7875555556,50.4817777778,61.288,20.9418888889,22.9907777778,26.8081111111,45.3958888889,21.4661111111
816.89,22.1747777778,55.2948888889,50.6633333333,61.2651111111,20.9311111111,23.5844444444,27.3751111111,45.3445555556,21.7245555556
817.20,21.7777777778,54.2455555555,50.4444444445,60.8304444444,20.0818888889,22.7603333333,27.275,44.6901111111,21.0994444444
817.50,22.5232222222,54.4411111111,49.716,60.2248888889,20.74,23.5931111111,27.7723333333,44.79,22.0215555556
817.81,23.1526666667,55.1444444444,50.1461111111,60.7054444444,21.6056666666,24.0398888889,28.335,45.3856666667,22.7631111111
818.11,23.6071111111,55.5556666667,50.6822222222,61.2518888889,22.2117777778,24.1798888889,28.5952222222,46.1626666667,23.6385555556
818.41,23.6771111111,55.3661111111,50.1942222222,60.548,22.0328888889,23.4181111111,28.1515555556,45.3612222222,23.5575555556
818.72,23.8732222222,55.2307777778,49.7957777778,59.7478888889,22.2035555556,24.0957777778,27.9538888889,44.5372222222,23.6227777778
819.02,23.4596666667,54.7218888889,49.0075555556,59.0013333333,21.5262222222,23.5027777778,27.0085555556,43.9201111111,23.2363333333
819.33,22.8224444444,54.1498888889,48.5351111111,58.3274444445,20.4927777778,22.4512222222,26.0837777778,43.5363333333,21.8195555556
819.63,22.388,53.9121111111,48.5463333333,58.1797777778,20.5165555555,22.5121111111,25.3366666667,43.7815555556,21.4142222222
819.93,22.2805555555,53.979,48.5607777778,58.3523333334,20.6226666667,22.9694444445,25.527,44.1231111111,21.3813333333
820.24,21.8642222222,54.3076666666,48.3768888889,58.3395555556,20.2633333334,22.615,24.9016666667,44.1312222222,21.1433333333
820.54,22.3176666667,54.5973333333,48.7621111111,58.4214444445,20.385,23.1554444444,24.9761111111,44.3035555555,21.3884444445
820.85,22.29,54.7313333333,49.0116666667,58.6992222222,20.2561111111,23.0678888889,24.941,44.2161111111,21.1304444444
821.15,22.3794444444,54.6115555555,48.982,58.5817777778,20.171,23.1693333333,24.98,44.025,21.1701111111
821.45,22.4486666667,54.4724444445,48.8745555556,58.3191111111,20.2415555556,23.2833333333,24.9173333334,43.9751111111,21.2783333334
821.76,22.4586666667,54.4234444445,49.0506666667,58.3998888889,20.3234444444,23.3121111111,24.9495555555,43.9815555556,21.2766666667
822.06,22.4665555556,54.4625555555,49.0895555555,58.4572222222,20.2274444444,23.2615555556,25.0051111111,44.1143333333,21.3666666667
822.36,22.5952222222,54.5117777778,49.2504444444,58.5093333333,20.3876666667,23.5125555556,25.2003333333,44.2311111111,21.5293333333
822.67,22.7496666667,54.5543333333,49.5275555556,58.6428888889,20.6763333333,23.7421111111,25.3054444444,44.3016666667,21.7162222222
822.97,22.9347777778,54.5295555556,49.688,58.782,20.7537777778,23.8395555555,25.466,44.2823333333,21.84
823.27,23.0081111111,54.6853333333,49.8413333333,58.8343333333,20.7082222222,23.8227777778,25.4901111111,44.2468888889,21.927
