wavelength,Back_CneRubm,Belly_CneRubm,Breast_CneRubm,Crissum_CneRubm,Crown_CneRubm,DorTail_CneRubm,Rump_CneRubm,Throat_CneRubm,WingTip_CneRubm
738.96,12.9359222222,59.3588,53.9314,43.4195666667,10.8587333333,13.5440666667,15.07318,26.0902666667,15.3253333333
739.28,12.7337777778,59.6954,54.0573,43.4358333333,10.5924666667,13.3253,14.8643733333,25.9714666667,14.9744
739.59,12.3128666666,59.2341333333,53.7063,42.8958666667,10.3879333333,12.8939,14.5528,25.585,14.6964
739.91,12.6996777778,59.2156666667,53.8562,43.0558333333,10.739,13.1623666667,14.92,25.8460666667,15.0326666667
740.23,12.5568555555,58.8794666667,53.58,42.6877333333,10.5705333334,12.8055333333,14.6132733333,25.7104666666,14.7766
740.54,12.6924666667,59.0412,53.7485333333,42.8125666667,10.5040666667,12.7565333333,14.5786266667,25.7718666667,14.7384666667
740.86,12.7686666667,58.8016666667,53.4651666667,42.7071,10.6085333333,12.8318333333,14.5212466666,25.6366,14.7850666667
741.18,12.9282777778,59.1048666667,53.6193333333,43.0650666667,10.7094,13.0178666667,14.7723333334,25.8538666667,14.9208666667
741.49,13.0341777778,59.1366,53.6306666667,42.9430666667,10.7430666667,13.1179666667,14.8308866667,25.9291333333,14.9856666667
741.81,13.1607555555,59.1192666667,53.6497,42.7960333333,10.7300666667,13.1384,14.8222533333,25.9194666667,14.9785333333
742.12,13.5582444444,59.3991333333,54.0812,43.0884333333,11.0166666667,13.5445666667,15.2051,26.1855333333,15.4386666667
742.44,13.6833444445,59.0308,53.8266333333,42.9230666667,11.165,13.4942,15.38506,26.2159333333,15.4884666667
742.76,13.8706,58.7705333333,53.5949333333,42.8805,11.3641333333,13.5707,15.4690066667,26.2576,15.7642
743.07,14.5654555555,59.678,54.2691,43.7471666667,11.8459333334,14.3791,16.0506,26.9665333333,16.4126
743.39,14.467,59.7975333333,54.1388666666,43.6753666667,11.7718,14.4584333333,16.0063,26.9140666667,16.2628
743.70,14.6590888889,60.0068,54.4164333333,44.0458666667,12.0740666667,14.9017,16.3588666667,27.1486,16.5972666667
744.02,14.4307222222,59.8079333333,54.2915333333,43.7872333333,12.0503333333,14.8324666667,16.23328,26.9914666667,16.5603333333
744.34,14.8610666667,60.6614,55.1009333333,44.3965,12.5116,15.2599333333,16.7036733333,27.6276666667,16.9636666667
744.65,14.9108,60.4649333333,54.9680333333,44.1936666667,12.6054666667,15.2703666667,16.6458666666,27.5409333333,17.0770666667
744.97,15.1163111111,60.6898666667,55.1836333333,44.5947333333,12.7631333333,15.4441,16.7547333333,27.6193333333,17.2686
745.28,15.277,60.8309333333,55.4521666667,44.7391333333,12.8446,15.7189666667,16.8652066667,27.8022666667,17.4788666667
745.60,14.8568555555,60.544,55.1775,44.3534666667,12.3523333333,15.2417,16.4555733333,27.4908666667,16.9600666667
745.91,15.0495111111,60.6438,55.3457666667,44.6937,12.7013333333,15.6781666667,16.7074733333,27.8474,17.2558666667
746.23,15.2284,60.984,55.6431333333,45.0961333333,12.8986666667,15.9777333333,16.9610533333,28.1546666667,17.4346666667
746.55,15.1454,60.4287333334,55.3498,44.7294333333,12.9118666667,15.6709,16.8542,27.9573333333,17.3002
746.86,15.1432,60.4186,55.446,44.7941333333,12.8838,15.5972,16.9567533333,27.9230666667,17.3528
747.18,15.0555222222,60.7744,55.5908333333,44.9270333333,12.6992666667,15.4505333333,16.88312,27.8707333333,17.2023333333
747.49,15.2286777778,60.7080666667,55.4493333333,44.9835666667,12.7898666667,15.5445333333,17.0804533333,28.0381333334,17.283
747.81,14.9940666667,60.41,54.9801333333,44.6378333333,12.4636666667,15.4243333333,16.8337333333,27.7426666667,16.9432
748.12,15.0357444445,60.4499333333,55.0361,44.7063333333,12.4266,15.5151333333,16.9973933333,27.9346666667,16.8835333334
748.44,15.0103111111,60.4092666667,54.9536666667,44.5466333333,12.5422,15.3804333333,17.14146,27.9829333333,17.069
748.75,14.8737111111,60.2184666667,54.6237333333,44.4893,12.443,15.3519333333,17.1580666667,27.8629333333,16.9312
749.07,15.0958,60.2404,54.5065,44.4631333333,12.7313333333,15.5906,17.3624466667,28.0288,17.1292
749.38,15.1995,60.8151333333,54.7582,44.5925,12.6886666667,15.4994,17.3825133333,28.018,17.1338666667
749.70,15.2331666666,60.6897333333,54.5881333333,44.2214333333,12.6206666667,15.4554666667,17.3600866667,27.8676,17.1192666667
750.01,15.0618444444,60.6862666667,54.6541,44.2360333333,12.442,15.4955666667,17.18012,27.7765333333,16.9417333333
750.33,15.1193,60.6260666667,54.574,44.2024,12.6012666667,15.6307333333,17.1710533333,27.8982,16.9383333333
750.64,15.0654333333,60.1893333333,54.1782,43.9177666667,12.5913333333,15.6427,17.1052866667,27.7238,16.8766666666
750.96,14.9311888889,60.1352666667,54.0728333333,43.8126333333,12.4962666667,15.4821,16.9256,27.5701333333,16.7158666667
751.27,14.9866555556,59.9337333333,53.9527333334,43.8809,12.5011333333,15.3908666667,16.9028466667,27.5766666667,16.7763333333
751.59,14.8755,60.0668,53.9645333333,43.9184,12.4602,15.2993666667,16.74376,27.4152666667,16.7356666667
751.90,14.9878888889,60.0876666667,53.9548666667,43.9121,12.5816666667,15.3777333333,16.7837333333,27.4553333333,16.7787333333
752.22,15.2968222222,60.1841333333,54.1856333333,43.8762,13.0227333333,15.6305333333,17.01822,27.6764,17.0739333333
752.53,15.1459,60.4008,54.4567666667,44.2366,12.9788666667,15.6404333333,17.0437066667,27.6188,16.97
752.85,15.1800444444,60.492,54.6188666667,44.3439333333,13.1640666667,15.6839333333,16.9652466667,27.7387333333,17.0507333333
753.16,15.2911888889,60.5938,54.9202,44.6477333333,13.3682666667,15.8109,17.0100666667,27.8611333333,17.1637333333
753.47,15.5807555556,60.7271333333,54.8228666667,44.7356666667,13.7073333334,16.0602,17.3205533333,27.9330666666,17.3975333333
753.79,15.3515,60.8128,54.8898666667,44.7025333333,13.516,15.9359,17.21152,27.7278,17.2781333333
754.10,15.2968666667,61.2,55.3630333333,44.9523333333,13.4857333333,15.8476333333,17.1435066667,27.8523333333,17.3023333333
754.42,15.0121,60.9574666667,55.4452,44.8452,13.3260666667,15.7872,17.0255933333,27.7056666667,17.1732
754.73,15.0366222222,60.9862666667,55.5269333333,44.7208,13.4444,15.7747666667,17.1295333333,27.7664,17.2976
755.05,15.3157555556,60.9298666667,55.5611666667,44.7730666667,13.5319333333,16.0515,17.3173266667,27.7611333333,17.4696
755.36,15.5295222222,60.9416666667,55.7311666667,44.9075333333,13.6423333333,16.3794666667,17.5648933333,27.8832,17.5084666667
755.67,15.4774222222,61.2504,56.1364333333,45.1781666667,13.5874,16.3361,17.6771866667,27.9442666667,17.5582666667
755.99,15.8790888889,61.1955333333,56.3087333333,45.139,13.9212666667,16.6997666667,17.9364933333,28.1302666667,18.0418
756.30,15.7846333333,60.7908666667,55.919,44.7683666667,13.6290666667,16.5768333333,17.86776,27.7827333333,17.8097333333
756.62,15.5178444444,60.7818666667,55.7694,44.6462666666,13.4104,16.3589,17.6570866667,27.5676666667,17.6173333333
756.93,15.3942333334,60.5249333333,55.6940666667,44.4877333333,13.2413333333,16.1987666667,17.519,27.4801333333,17.5870666667
757.24,15.6217333333,60.3873333333,55.6598333333,44.4942,13.2018,16.1851,17.5899266667,27.5506666667,17.6436666667
757.56,15.8000888889,60.0245333333,55.4351666667,44.4418,13.3702666667,16.4661666667,17.77286,27.6696666667,17.7410666667
757.87,16.2210111111,60.5678666667,55.7532333333,44.8181333333,13.707,16.7160333333,18.1418266667,27.9352,18.0286
758.18,16.1869777778,60.6544666666,56.0184,44.8030666667,13.6235333333,16.7699333333,18.1423533333,27.9902,17.8942
758.50,15.9293777778,60.6579333333,56.1423333333,44.7347333334,13.4742666667,16.5306333333,17.9139666667,28.0694,17.6474666667
758.81,15.6038777778,60.5764,55.9764666667,44.6394333333,13.2072666667,16.2931333333,17.5695466667,27.7774666667,17.4076
759.13,15.5424555556,60.2948,55.4802,44.4559333333,13.1220666667,16.1273333333,17.3804466667,27.6048666667,17.3668
759.44,15.4082888889,60.5222,55.6519333333,44.8082,13.0364,16.0109666667,17.2528533333,27.7257333333,17.1294
759.75,15.7761888889,60.9244666667,55.9848666667,45.2786333333,13.3554666667,16.4939666667,17.7171933333,28.1854,17.6158
760.07,15.9033555555,61.2371333333,56.3382333333,45.5208666667,13.4595333333,16.6074,17.87982,28.4665333333,17.7975333333
760.38,16.1630666667,61.6648,56.4425333333,45.7877,13.7812666667,16.7438333333,18.1177933333,28.7526,18.0071333334
760.69,16.4006666666,61.8122666667,56.4927333333,46.0242,14.182,16.9951333333,18.3569866667,28.9536666667,18.3771333333
761.01,16.3445888889,62.1338666667,56.6373666667,46.0364,14.2277333334,16.8592333333,18.31336,28.9578,18.3638666667
761.32,16.0030666667,62.2055333333,56.7111,45.9474666667,14.0205333333,16.6804666667,18.0309666667,28.8356,18.1439333333
761.63,16.1992666667,62.3880666667,56.5364333333,46.0608,14.3038666667,16.8791,18.2503133333,28.9210666667,18.4336
761.94,16.0787444444,62.2243333333,56.5049333333,45.8096333333,14.202,16.7840666667,18.1049733333,28.7776,18.359
762.26,16.1851,62.1310666667,56.5611,45.7770333333,14.2661333333,16.7742666667,18.1912666667,28.8056666667,18.5141333333
762.57,15.9484777778,62.358,56.8231333333,45.7734666667,14.0103333333,16.5727666667,17.94636,28.6821333333,18.2856666667
762.88,15.7611,62.1392,56.5451,45.3614333333,13.7931333333,16.3864333333,17.6680533333,28.3632666667,18.1077333333
763.20,15.3898777778,61.8858,56.3581,45.0313,13.5370666667,15.9013,17.2500533333,28.0384666667,17.6788
763.51,15.2658111111,61.5774,56.0012333333,44.8041333333,13.4234,15.7568,17.17508,27.8452,17.5621333333
763.82,15.0481444445,61.4719333333,55.9324666667,44.5676666667,13.2068,15.6368666667,16.96238,27.6798,17.4504
764.14,14.7518222222,61.3468,55.7667666667,44.3355,12.8967333333,15.3505333333,16.6541133333,27.3521333333,17.1486666666
764.45,14.8040222222,61.4960666667,55.7915666667,44.4350333333,12.9066666667,15.4428,16.6606933333,27.3303333333,17.1691333333
764.76,15.0977444444,61.1945333333,55.534,44.3482666667,13.2173333333,15.6790666667,16.94322,27.4746,17.4561333333
765.07,14.9826111111,61.0094,55.4876,44.1952666667,13.1747333333,15.5738,16.82248,27.3629333333,17.4152
765.39,14.7740666667,60.8177333333,55.1645333333,44.0597666666,13.0306,15.4515,16.68828,27.1900666667,17.1723333333
765.70,14.8041111111,61.0912,55.2033666667,44.1056333333,13.1734666667,15.7066,16.79024,27.3556,17.2022666667
766.01,15.0779444445,61.1516666667,55.1378666667,44.123,13.4361333333,16.0862333333,17.1150733333,27.6547333333,17.4376
766.32,14.9867111111,61.1773333333,55.0883,44.0825666667,13.2741333333,15.8893333333,17.0581866667,27.5206666667,17.3738
766.64,15.0937555556,61.1706,55.1342666667,44.2196,13.3590666667,16.1136333333,17.2487466667,27.5271333333,17.6408
766.95,15.4381888889,61.6280666667,55.5044666667,44.6323666667,13.5312,16.4891,17.46962,27.8207333333,17.8871333333
767.26,15.5199888889,61.4914666667,55.6565,44.6391333333,13.6006666667,16.4809,17.5831533333,27.8514,17.9033333333
767.57,15.6641777778,61.562,55.7359666667,44.5753333333,13.8538666667,16.6869666667,17.7772,28.0512666667,18.0367333333
767.88,15.5713222222,61.1608666667,55.4760666667,44.154,13.6884,16.6247666667,17.8265266667,27.9379333333,18.0065333333
768.20,15.2870888889,61.4068666667,55.3215666667,43.9425666666,13.4074666667,16.5212333333,17.53098,27.6313333333,17.7335333333
768.51,15.2828444444,61.4999333333,55.4108,43.9700666667,13.228,16.6906666667,17.38566,27.4740666667,17.6002
768.82,16.2079888889,62.421,56.2587333333,44.9827,14.0901333333,17.4495333333,18.2640133333,28.2686,18.6143333333
769.13,16.0297333333,62.2545333333,56.1165,44.9773333333,13.9171333333,17.1346333334,18.05044,28.1429333333,18.4834
769.44,15.7989777778,61.9378,55.7437,44.9897,14.0498666667,16.9669333333,17.9099266667,27.8846,18.4442
769.76,15.8182,62.2386666667,55.8299333333,45.0819666667,14.1666666667,17.1357,17.9480666667,27.8695333333,18.4657333333
770.07,15.4539333334,61.8090666667,55.1582666667,44.684,13.9034,16.8614333333,17.50436,27.6688,17.9926
770.38,14.9222111111,61.3938,54.6299333333,44.0232,13.3982,16.3317333333,17.06858,27.1708666666,17.4463333333
770.69,15.0781333333,61.9986,55.0259666667,44.5114666667,13.6392666667,16.7256333333,17.30048,27.4226,17.4963333333
771.00,15.2238,62.1578666667,55.0853666667,44.6540333333,13.7425333333,16.994,17.5970133333,27.6489333333,17.6972666667
771.32,15.5373888889,62.1284666667,54.9202333333,44.7798666667,13.9104666667,17.1969333333,17.79582,27.7196666667,17.9538666667
771.63,15.7414666667,62.3769333333,55.4457333333,45.1963333333,13.7320666667,17.1402,17.9122666667,27.8166666667,18.0601333333
771.94,16.3394,63.127,56.1001666667,46.0473666667,14.3964,17.5758,18.6801866667,28.6448666667,18.563
772.25,15.7972555556,62.6533333333,55.6534,45.5923666667,13.9955333334,17.1338666667,18.3149533334,28.2436666666,18.0168
772.56,15.9499555556,62.6419333333,55.7503,45.3835333333,14.0826,17.2027,18.46464,28.1768,18.1032
772.87,16.1754555555,62.1356,55.5588,45.0669,14.0532,17.4765666667,18.5970866667,28.1663333333,18.0764666667
773.18,16.8848111111,62.1609333333,55.8342333333,45.4342333333,14.6057333333,18.1294333333,19.3553066667,28.9196,18.8916
773.50,17.0022444445,62.6559333333,56.4477,45.8829666667,14.3074666667,18.4102333333,19.55358,29.0608666667,19.2143333333
773.81,17.5102444444,63.0246666667,56.9999666667,46.3724333333,14.8848666666,19.2201,20.1239133333,29.5432666667,19.8601333334
774.12,16.4383777778,62.0839333333,56.1373666667,45.5417333333,13.8480666667,18.2692,19.21876,28.6094,19.0742666667
774.43,16.2578777778,61.7831333333,55.8577333333,45.4827666667,13.4393333333,17.8949666667,18.73112,28.2294666667,18.9538666667
774.74,16.4924222222,62.5232666667,56.6083333333,45.9754,13.6877333333,17.993,18.9133533333,28.5072666667,19.0884
775.05,16.5274444444,61.6614666667,55.8445666667,45.6711333333,13.8214666667,18.1502666667,18.7154466667,28.5034666667,19.2294
775.36,15.6669666667,60.5861333333,54.9278,44.5982,12.6006666667,17.0954666667,17.5584666667,27.4769333333,18.6426
775.67,15.4481666667,60.6653333333,54.8075,44.3899666667,12.3288666667,16.7622333333,17.2919,27.1493333333,18.7911333333
775.98,15.1712,60.6292,54.8160666667,44.6644666667,12.0176666667,16.4072,16.9925666667,26.9924,18.5127333333
776.30,15.0807666667,61.3039333333,55.1908333333,45.1663666667,11.7392,16.0302666667,16.7804066667,27.0552,18.388
776.61,14.5515333333,61.498,54.9286,45.2024333333,11.1790666667,15.3404666667,16.1828933333,26.5489333333,17.6012666667
776.92,14.5367333333,61.1222666667,54.7848333333,44.8568666667,11.3454666667,15.0620333333,16.0766466667,26.4276,17.3495333333
777.23,14.0629777778,60.4729333333,54.313,44.4573333333,11.0764666667,14.6059333333,15.5802466667,26.1396,16.8782666667
777.54,14.7221666666,60.6256,54.2492,44.4951,11.3403333333,15.085,15.9187066667,26.4968666667,17.3412
777.85,14.6132555555,60.7016666667,54.1462,44.6101666667,11.4324,15.1788333333,16.04448,26.7111333333,17.1752666667
778.16,14.3265666667,60.3627333333,53.8324,44.6497333333,11.1886666667,14.7884333333,15.75102,26.8636,16.8391333333
778.47,14.3709444445,61.2824,54.7475666667,45.0499333333,11.4098666667,14.8772,16.1513933333,27.2079333333,16.9259333333
778.78,14.505,61.228,54.8476666667,45.0660333333,11.8235333333,15.1409666667,16.5220866667,27.3034666667,16.844
779.09,15.0629666667,61.017,54.6282333333,45.3558,12.0543333333,15.6994666667,16.9612266666,27.6744666667,16.9312
779.40,15.6416666667,61.0698,54.8236333333,45.6147666667,12.65,16.7115666667,17.65928,28.1770666667,17.5455333333
779.71,15.1183444444,60.4101333333,54.4512,44.8523666667,12.2694,16.3105666667,17.2675,27.6537333333,17.0700666667
780.02,15.1109444445,59.9144,54.2879,44.6355333333,12.4713333334,16.4524,17.3471933333,27.8717333333,17.2014666667
780.33,15.4936555555,60.2992,54.3372333333,44.7835333333,13.1339333333,16.7755,17.76394,28.5066666667,17.7793333333
780.64,15.1970666667,59.8768,53.8127666667,44.3904,12.8036,16.0959333333,17.3812933333,27.9999333333,17.5478666667
780.95,15.4223333333,59.7645333333,54.0442,44.5868666667,13.1025333333,16.1729,17.6804933333,28.1718,17.7516
781.26,15.3880555556,59.5630666667,54.3762666667,44.2259333333,12.8870666667,15.9995333333,17.4715,27.9775333333,17.5147333333
781.57,14.5603888889,58.9528,53.7076666667,43.3143333333,12.0588,15.3872333333,16.83012,27.0931333333,16.9865333333
781.88,13.8967888889,58.4918,52.9057333333,42.7763,11.4266,14.6398,16.0182866667,26.4602,16.5514
782.19,14.3374444444,59.3631333333,53.2360666667,43.5520666667,11.9864666667,15.0740333333,16.3920266667,27.0314666667,17.3304
782.50,13.9959222222,59.4321333333,53.5578333333,43.2444333333,12.0001333333,14.7753333333,16.0217533333,27.0814666667,17.3531333333
782.81,13.6576555556,58.7242666667,52.8121,42.4472666667,11.7696666667,14.1077333333,15.59226,26.8752,17.0611333333
783.12,14.4495111111,59.6525333333,53.3787,43.3132666667,12.5326666667,15.0453,16.3524933333,27.7090666667,17.7542
783.43,14.6484555556,59.5822666667,53.0311,42.9028333333,12.4572,15.2795666667,16.4074133333,27.4924666667,17.6586
783.74,14.9428333333,59.6902666667,53.3460666667,43.2011666667,12.5514,15.405,16.7838866667,27.5450666667,17.7812
784.05,16.0875666667,60.704,54.1266333333,44.2870666667,13.5884666667,16.6973666667,17.8969066667,28.8088666667,18.8829333333
784.36,16.4588666667,61.4424666667,54.6315333333,44.8609333333,14.0030666666,17.0892,18.1092333333,29.4075333333,19.2684
784.67,16.6186666667,61.7218666667,54.5693333333,45.2093,14.4024666667,17.3913,18.33312,29.7199333333,19.8046
784.98,17.3518777778,62.1404,55.1100333334,45.9267,15.0895333333,18.2156,18.8755133333,30.2251333333,20.1995333333
785.29,18.6955666667,62.1386666667,55.5143666667,46.5662666667,16.0692666667,19.4002666666,19.8859933333,30.9136666667,20.9336666667
785.60,18.0716444444,61.3674,54.9937,45.9402666666,15.0364,19.0208333333,19.07994,30.0424666667,19.8048666667
785.91,17.9811333333,61.1954,55.1115333333,45.8135,15.0248,18.9260666667,19.0992866667,29.9801333333,19.737
786.22,17.5252444444,61.3037333333,54.7703666667,45.5704,14.3012666667,18.4767,18.5912066667,29.4666666667,19.3926666667
786.53,18.0651111111,61.1578666667,54.6755,45.7993333333,14.4040666667,18.7111666667,18.79218,29.7094,19.7140666667
786.84,17.9564333333,61.4096,55.2788666667,46.4761666667,14.4725333333,18.6146666667,18.8743133333,30.0506666667,19.6233333333
787.14,17.5509666667,61.3218666667,55.2488,46.3206,13.8764,18.2937666667,18.3658133333,29.7428,19.0769333333
787.45,16.8021666667,61.1919333333,55.3760666667,45.8710666667,13.0882,17.4214333333,17.4534666667,29.1324,18.2214666667
787.76,16.3667444445,60.7812666667,54.7513666667,45.3149,12.5140666667,16.6927333333,17.0137666667,28.6174,17.6421333333
788.07,16.2797333333,60.2089333333,54.0202666667,44.7169,12.2702,16.4345333333,16.7436666667,28.3936666667,17.3166
788.38,16.6926,59.8859333333,53.9265333333,44.3850666667,13.0916,16.8560666667,17.20972,28.8889333333,18.0515333333
788.69,15.8540666667,59.5968,53.5326,43.6540333333,12.6139333333,16.0823666667,16.7922533333,28.2704,17.4477333333
789.00,16.1232333333,59.4840666667,53.4155333333,43.8743666667,13.0913333333,16.2717,17.21686,28.6392,17.7670666667
789.31,16.4208333333,59.3909333333,52.9029333333,44.1597666667,13.2370666667,16.5042333333,17.4143733333,28.7088666667,17.8616
789.62,16.9195111111,59.7355333333,53.1871666667,44.7529333333,13.6858666667,17.1585333333,17.9944666667,29.2228666667,18.135
789.92,16.1831,59.4708,53.0663,44.1720333333,13.3334,16.8178,17.6649866667,28.9393333333,17.7274666667
790.23,16.6820888889,60.0434,53.9927,44.442,13.8357333333,17.4517,17.97488,29.3767333333,18.5412666667
790.54,16.4041555556,59.6948,53.6065333333,44.158,13.7175333333,17.2279666667,17.7503533333,28.8577333333,18.3308
790.85,16.6801,59.5642666667,53.4134333333,44.2975666667,13.9644666667,17.4806,18.06728,28.8304666667,18.5324
791.16,16.7692,59.5948666666,53.5872,44.3667,14.1998666667,17.8281333333,18.1785466667,28.9642,18.5692666666
791.47,17.4197666667,60.9082,55.3472333333,45.6302666667,14.9412,18.5551333333,18.9771,29.6153333333,19.2095333333
791.78,16.1032,61.302,55.5377666667,45.6802,13.1488666667,17.2617333333,17.6870533333,28.5666,17.8876666667
792.08,16.1591444445,61.4738666667,55.8526,46.3837666667,12.865,17.5578666667,17.5367266667,29.2258666667,17.9662666667
792.39,16.2564777778,61.8314,56.4071666667,46.7424,12.9600666667,17.6728,17.56548,29.6587333333,18.221
792.70,15.9769888889,61.8026666667,56.6135333333,46.4717,12.896,17.4763,17.1312866666,29.2258666667,17.8014666667
793.01,16.0614333333,62.0252,57.0877,46.4934666667,13.16,17.1596,17.0836733333,29.0979333333,17.9092666667
793.32,16.0802111111,61.6966,56.5232,46.6637333333,13.0884666667,16.9355,16.8674866667,28.7695333333,17.8376
793.62,15.6970222222,61.2191333333,55.2267666667,45.8804,12.9507333333,16.3604333333,16.85824,28.5924,17.4794
793.93,15.5494777778,61.671,55.7071,46.0762,12.8846,16.4777333333,16.9005533333,28.9104666667,17.6616666667
794.24,15.3387333333,61.749,56.1218666667,46.0071333333,12.7325333333,16.2927333333,16.95514,28.9870666667,17.7030666667
794.55,15.2650777778,61.7428666667,56.9865333333,46.1737666666,12.8169333333,16.5581666667,17.2229066667,28.9729333333,17.993
794.86,15.5748777778,61.7870666667,57.2178,46.3648333334,13.113,16.7856333333,17.47666,29.3646,18.3522
795.16,16.0653111111,62.1105333333,57.6353,46.6899,13.8596,17.2970666667,17.9045466667,30.0087333333,18.8955333333
795.47,15.8971333333,62.1248,57.6488666667,46.1339333333,14.0493333333,16.7411333333,18.1158333334,29.582,19.0034666667
795.78,15.6275222222,62.7574666667,58.1807333333,46.1371333333,13.7420666667,16.3787333333,18.2775,29.6604666667,18.768
796.09,14.9974888889,63.1324666667,58.1864,46.0874,13.0946666667,15.7759333334,18.20722,29.6362,18.3056
796.40,14.2844,62.7691333333,57.7226666667,45.9133,12.3852,15.0465333333,17.51494,29.2437333333,17.6148666667
796.70,14.4560666667,63.3246,58.5166333333,46.2943333333,12.8289333333,15.1040333333,17.7039066667,29.3111333333,17.8774666666
797.01,14.6373444445,63.8614666667,59.7373333333,47.1411,13.0110666667,15.4343,17.8306266667,29.5554,18.3289333333
797.32,15.9185666667,63.8556666667,59.5333333333,47.5206,14.2253333333,16.3497333333,18.6150133333,30.4517333333,19.3661333333
797.63,16.2844888889,63.4120666667,58.8801666667,47.4365666667,14.5640666667,16.9086666667,18.8322533333,30.7962,19.4808666666
797.93,17.1284111111,63.8734,58.4405333333,47.9934,15.1625333333,17.4419333333,19.20838,31.4401333333,20.1276666667
798.24,16.6588888889,64.0576,58.0859,47.8298333333,14.688,16.8903666667,18.8439333333,31.2309333333,19.7586
798.55,17.5748777778,64.4191333333,58.1563,48.3289666667,15.3994666667,17.7759,19.9795133333,32.0105333333,20.4038666667
798.85,19.0506888889,64.923,58.8086,49.4334333333,16.8788666667,19.724,21.1513666667,33.3390666667,21.5228
799.16,19.7110888889,64.6851333333,58.7059333333,49.7747,17.7354666667,20.725,21.8810333333,33.7608666667,22.0856
799.47,21.2366333333,65.5256,59.7134666667,50.7094,19.1542666667,22.6615,22.9858,35.0767333333,23.6431333333
799.78,22.1695111111,65.3079333333,59.908,50.5383,19.9596666667,23.6788333333,23.9343133333,35.6994666667,24.7782666667
800.08,22.2493,65.2567333333,59.9216333333,50.4961333333,20.0407333333,23.5043333333,23.9537,35.9037333334,24.9666
800.39,21.9957444444,63.886,58.6384333333,49.8303,19.5164,23.0109,23.5200533333,35.3368666667,24.6518
800.70,21.4352444445,63.7487333333,58.6679,49.8614,19.0156,22.7646666667,23.0750666667,34.8717333333,23.9552
801.00,21.5328777778,64.5228,59.3497666667,50.4665666667,19.1268,22.6137,23.2798866667,34.8810666667,24.1494666667
801.31,21.1223111111,64.2602666667,59.3739,50.2056333333,18.5758,22.1424333333,23.18412,34.6714666667,23.7324
801.62,20.9054333333,63.2844,58.8305333333,49.6409333333,18.5021333333,22.0901333333,23.04112,34.3400666667,23.4376666667
801.92,20.5107555556,62.5778666666,58.3933666667,49.0751,18.3348666667,21.7452666667,22.3097266667,33.5491333333,22.9788
802.23,20.0683777778,62.3591333333,57.7529333333,48.1731666667,17.5288666667,21.1825666667,21.6520066666,32.7544,22.5896
802.54,19.0479666667,61.6050666667,56.7266,46.7519666667,16.1390666667,19.5514333333,20.11632,31.3365333333,21.6240666667
802.84,18.0612444444,60.0252666667,55.3965,45.4188333333,14.9132666667,17.5166666667,18.8240666667,30.0854,20.5686666667
803.15,17.8401888889,60.8842666667,56.0762,46.2116666667,15.121,17.4862333333,18.72598,30.2355333333,20.4000666667
803.46,17.9374222222,61.3978,56.5583666667,46.2205,15.0327333334,17.9526333333,19.0163933333,30.4984666667,20.5774
803.76,18.3863222222,62.708,57.3018333333,46.9675666667,15.4262666667,17.8300333333,19.1360866667,30.6453333333,20.7689333333
804.07,18.0767,63.0922666667,57.2424,47.1319666667,15.4283333333,17.7073666667,19.4878466667,30.7229333333,20.9772666667
804.38,18.4215222222,62.7182,57.0635666667,46.7923,15.6614666667,18.3332666667,19.8623933333,30.7144,21.2368666667
804.68,18.4059555556,63.35,57.1860333333,46.8864333333,15.9440666667,18.8712333333,19.87538,30.7425333333,21.2722
804.99,17.9325,62.7720666667,56.3993666667,46.3026333333,14.9298,18.5503,19.4654266667,30.1938,20.8482
805.30,17.8567666667,63.1474,56.7714666667,46.5685666667,14.1996666667,17.9053,19.4597866667,30.1118,20.8393333333
805.60,16.8372444444,63.236,57.0042333333,46.705,13.0968,16.6526333333,18.7041666667,29.8262,20.0766
805.91,17.2488555555,63.126,57.1403,47.1508666667,13.8865333333,17.2751666667,19.17436,30.657,20.6086
806.21,16.9688222222,63.2916666667,57.1896333333,47.2315666667,13.7726666667,17.099,19.0717466667,30.4324,20.3068666666
806.52,17.4195888889,63.5124,57.4849666667,47.32,13.8180666667,17.2075666667,19.10516,30.7552666666,20.6393333333
806.83,17.6363888889,62.6612,56.5149333333,46.9011333333,14.1744,17.3492,19.39186,30.7342,20.5376666667
807.13,16.5223444445,62.1942666667,55.6674666667,46.0272333333,13.2564666667,16.9636666667,18.8037,30.2865333333,19.4970666667
807.44,16.8449,61.8472,56.0120333333,45.5874,13.4678,17.0665,18.8576733333,30.7360666667,19.4762666667
807.74,16.5066,60.7558,55.3954333333,45.0564666667,13.6157333333,16.8115333333,18.3883666667,30.7626666667,19.3643333333
808.05,16.5481555556,59.8310666667,54.6954333333,44.5125333333,13.4036666667,16.2971333333,18.1983866667,30.5598,18.8876
808.35,17.1592666667,60.6624666667,55.5947333333,45.4487666667,14.2308,16.8838666667,18.72428,31.1679333333,19.6865333333
808.66,18.4537444444,61.5653333333,56.4213333333,46.4142,16.4710666667,18.7441333333,20.3095,32.9561333333,21.6150666667
808.97,19.1584111111,61.2056666667,56.6809,46.4858,17.4042666667,19.5459666667,20.8140266667,33.3545333333,22.4680666667
809.27,19.5578444445,62.0507333333,57.2247666667,47.2645333333,17.5507333333,19.8224,21.13252,33.442,22.6739333333
