wavelength,Back_LopPusf,Belly_LopPusf,Breast_LopPusf,Crissum_LopPusf,Crown_LopPusf,DorTail_LopPusf,Patch10_LopPusf,Patch11_LopPusf,Rump_LopPusf,Throat_LopPusf,WingTip_LopPusf
764.14,17.4910634921,44.4400444445,28.0348333333,46.3774444444,7.30655555555,10.1637777778,42.7606666667,45.5143333333,21.6237222222,36.8886666667,17.3342490422
764.45,17.3580634921,44.3244111111,28.0111666667,46.0745555556,7.19755555556,9.979,42.4563333334,45.4947777778,21.5219444444,36.6205555555,17.3307298851
764.76,17.0308888889,44.0234555556,27.7418333334,45.6296666667,6.88455555556,9.71433333332,42.1534444444,45.3382222222,21.2663888889,36.215,16.9930708812
765.07,17.1346031746,44.3510333333,27.915,45.7385555556,7.02466666667,9.642,42.447,45.7387777778,21.3506111111,36.3876666667,17.1408256705
765.39,17.4758253968,44.5834555556,28.3645,46.0051111111,7.35522222222,9.80688888889,42.4882222222,46.3441111111,21.6331111111,36.7977777778,17.3861896552
765.70,17.4596825397,44.2828111111,28.6518333333,45.8271111111,7.28733333333,10.007,42.2632222222,46.0781111111,21.7248888889,36.5136666667,17.3866954023
766.01,17.2833968254,44.2559888889,28.713,45.6688888889,7.36555555555,10.0264444445,42.0727777778,46.045,21.6101111111,36.5147777778,17.6208869732
766.32,16.7744444444,44.1888333333,28.3265,45.7064444444,6.84077777778,9.46266666666,41.8481111111,45.8661111111,21.174,36.5478888889,16.8703218391
766.64,16.2355873016,43.6398,28.0403333333,44.9476666667,6.40822222222,8.97877777777,41.0564444444,45.1914444445,20.4983333334,35.9367777778,16.3890229885
766.95,16.0153809524,43.4605444444,27.871,44.4952222222,5.84677777778,8.657,40.6503333333,44.6818888889,20.3167777778,35.222,16.0980689655
767.26,15.5316825397,43.4407444444,27.4191666667,44.2963333333,5.24133333333,8.07544444444,40.2998888889,44.2663333333,19.9011666666,34.6435555556,15.5440957854
767.57,14.9273333333,42.6635,26.9923333334,43.8738888889,4.491,7.49144444445,39.5545555556,43.5671111111,19.2648888889,34.0452222222,14.8581877395
767.88,14.6528571429,42.3564444444,26.5918333333,43.8563333333,3.887,7.08366666667,39.2662222222,42.9931111111,18.898,33.6274444444,14.3971628352
768.20,15.1896507937,42.5274888889,26.7473333333,43.7881111111,4.26588888889,7.21922222222,39.4237777778,43.0664444444,19.1276111111,33.9828888889,14.7967279694
768.51,14.6013650794,41.4219666667,25.8743333334,42.6048888889,3.42966666667,6.46177777778,38.3262222222,42.1402222222,18.2165555556,33.1717777778,13.7590498084
768.82,14.6287301587,41.2262666666,25.6261666667,42.2716666667,3.45544444444,6.51066666667,38.0164444444,41.8234444444,18.3667777778,32.8095555556,13.6536111111
769.13,14.4112380952,41.4025444445,24.692,41.9887777778,3.213,6.16422222222,38.082,41.9532222222,18.1810555556,32.7318888889,13.3828084291
769.44,14.7862539682,41.1652111111,24.4863333333,41.8272222222,3.26622222222,6.237,38.0418888889,41.7405555556,18.1158333333,32.9006666667,13.2241781609
769.76,14.8634920635,41.0368444444,24.5185,41.4365555555,3.745,6.60666666666,38.0127777778,41.8967777778,18.3056111111,32.9465555556,13.8454942529
770.07,14.1792222222,40.5201777778,23.5636666667,40.5172222222,3.27155555555,5.98411111111,37.745,41.2996666667,17.6207777778,32.305,13.2500498084
770.38,14.3192063492,40.7766555555,23.7398333333,40.4177777778,3.83744444445,6.12322222222,37.92,41.3713333333,18.0252777778,32.5234444444,13.5414425287
770.69,14.4929047619,40.3926777778,23.8208333334,39.7813333333,4.29111111111,6.43266666666,37.9508888889,41.4218888889,18.296,32.5967777778,14.0699904215
771.00,14.6180793651,40.6083,23.7488333333,39.3633333333,4.70611111111,6.21366666667,37.94,41.2763333333,18.3311666667,32.262,14.2119137931
771.32,14.4853333333,40.1100444444,23.425,38.4956666666,5.02488888889,6.17022222222,37.6481111111,41.0537777778,17.9267777778,31.9052222222,14.0296264368
771.63,13.6744126984,39.5020666667,22.9706666667,38.3345555556,4.31877777778,5.86966666667,37.2336666667,40.6526666667,17.512,31.4105555555,13.3853582376
771.94,13.9865238095,40.1618666667,23.4695,39.0098888889,4.89488888889,6.41977777778,37.72,41.09,17.9491111111,31.6912222222,14.0237183908
772.25,13.1411428572,39.2867333333,22.4583333333,37.7291111111,4.34866666667,5.54377777778,37.0527777778,40.0565555556,16.7688333334,30.7227777778,13.049151341
772.56,13.1777777778,39.0412222222,22.843,37.6351111111,4.29388888889,5.44755555555,36.7301111111,40.2706666667,16.4906111111,30.4336666667,13.207894636
772.87,12.9703650794,39.1910555556,22.6593333333,37.6225555555,3.61944444444,5.07366666667,36.3644444444,40.2124444444,16.3725,30.2943333333,12.9027528736
773.18,13.2603809524,39.2445444444,22.7283333334,37.8272222222,3.65433333333,5.02055555556,36.4361111111,39.8352222222,16.4528333334,30.0822222222,12.6588256705
773.50,13.7178253968,39.3843111111,22.8651666667,38.0384444445,3.78377777778,5.07833333333,36.4286666667,40.171,16.4841666667,30.2713333333,13.1392950192
773.81,13.2444603175,38.8516666667,22.3993333334,38.1083333333,3.50977777778,4.54733333333,36.4128888889,40.032,16.0592777778,30.001,12.8073869732
774.12,12.9214126984,38.5172444444,22.0005,37.631,2.87355555556,3.70088888889,35.721,39.2684444444,15.5453333333,29.4703333333,11.7592911877
774.43,13.0233650794,38.3836444444,22.3928333334,37.662,2.98233333333,4.08144444445,35.685,39.0422222222,15.7207222222,29.6013333333,12.0805957854
774.74,12.7940476191,38.4185555555,21.9225,37.2912222222,2.73288888889,4.03488888889,35.2436666667,38.8675555556,15.7929444444,29.1612222222,12.0157681992
775.05,13.1865396825,38.7791,22.3466666667,37.4892222222,3.54611111111,4.16455555556,35.3768888889,39.241,16.0698333333,29.2116666667,12.8036245211
775.36,12.655,37.9016666667,21.72,36.7368888889,3.161,3.49033333333,34.7537777778,39.0662222222,15.4152777778,28.3277777778,12.5038180077
775.67,12.7647142857,38.1159333333,22.0688333333,37.5043333333,3.16344444444,3.75033333333,35.1297777778,39.3708888889,15.8562222222,28.8294444444,12.87501341
775.98,12.9482857143,38.6652,22.2395,37.7621111111,3.96733333333,4.40266666667,35.2824444444,39.3892222222,16.3926111111,29.5486666667,13.2101475096
776.30,12.8053333333,37.9549666667,21.9556666667,37.212,4.60088888889,4.27411111111,35.1651111111,39.0352222222,16.4345,28.9816666667,13.0781628352
776.61,12.4744126984,38.1949666667,22.1655,37.2605555556,4.47577777778,4.57166666667,35.1271111111,39.7683333333,16.4012222222,29.2755555555,13.4233984674
776.92,12.8343809524,38.5133,22.4318333333,37.3951111111,4.72577777778,4.83944444444,35.6918888889,39.9983333333,17.1732222222,29.2188888889,13.8081685824
777.23,12.7157619048,38.0454444444,22.2998333334,36.942,4.63622222222,4.68788888889,35.2844444445,39.3766666667,16.8566666666,28.8871111111,13.9092509578
777.54,12.9363809524,38.4583888889,22.889,38.2307777778,5.769,5.47277777778,35.9914444444,40.2005555556,17.3464444445,29.4202222222,14.3664291188
777.85,13.6497142857,39.0237777778,23.0158333333,39.0124444444,6.37566666667,6.23466666667,36.7547777778,40.9963333333,17.9674444444,30.1764444444,14.6398793104
778.16,13.757984127,39.4330333333,24.0471666666,39.984,6.35322222222,6.317,37.1362222222,41.5428888889,18.2390555556,30.2692222222,14.6871321839
778.47,13.4211428571,39.1391888889,23.9696666667,39.758,5.96955555555,6.04233333333,37.0644444445,41.2413333333,18.0180555555,29.921,14.1893850575
778.78,13.5585714286,39.1739444444,23.9995,40.1773333333,5.72922222222,6.38711111111,37.2258888889,41.155,18.5672777778,30.4277777778,14.0023984674
779.09,13.3950793651,39.3433,23.6901666667,40.0037777778,5.59266666667,6.26166666667,36.7985555556,41.3878888889,18.2645,30.0447777778,13.8573869732
779.40,11.9786507937,38.3351888889,22.6835,39.03,3.96433333333,4.69877777778,35.9226666667,39.8023333333,16.9302777778,28.5592222222,12.7260708812
779.71,11.2263492063,38.5786888889,22.5295,38.6536666667,3.41888888889,4.02377777778,35.5613333334,39.5563333333,16.3015555555,28.2627777778,12.0683582376
780.02,11.3857301587,38.7893555556,22.319,39.0336666667,4.02866666666,4.09655555555,35.5845555556,39.1592222222,16.0871111111,28.3382222222,12.2689827586
780.33,10.8092698413,38.5183333333,22.5791666666,39.0161111111,3.834,3.971,35.3092222222,38.9965555555,15.6152222222,28.3061111111,11.7934444444
780.64,11.4034444444,39.6999333333,23.6521666667,39.8471111111,4.51777777778,4.92522222222,36.1136666666,40.0853333333,16.5672777778,29.193,12.4395823755
780.95,10.6172539682,39.0827444445,23.3365,39.2985555556,3.79711111111,4.32655555556,35.5014444444,39.2385555555,16.1021111111,28.3673333333,12.5756858238
781.26,8.56109523811,38.2365222222,21.9598333333,38.0246666667,1.94444444444,2.21188888889,33.8682222222,38.4671111111,14.3415555556,26.7797777778,11.4144272031
781.57,7.89785714287,37.9682666667,21.1026666667,37.2591111111,1.67655555555,1.42655555555,34.0205555556,37.7591111111,13.6989444445,26.8562222222,10.8651283525
781.88,7.98468253967,38.2265,21.2858333333,37.5873333333,2.10588888889,1.96811111111,34.4761111111,37.9578888889,14.4602222222,27.7883333333,10.9542011494
782.19,7.52373015874,38.6597,21.1133333333,37.5095555555,1.81777777778,1.44955555555,34.5016666667,37.2714444445,13.87,27.2207777778,11.0101321839
782.50,7.62253968256,39.0318333333,21.7023333333,38.0008888889,2.02522222222,1.48366666667,34.9142222222,37.4053333333,14.2353888889,27.6696666667,11.5184425287
782.81,8.65993650792,38.8555111111,22.5673333333,38.3231111111,3.34111111111,2.61866666667,34.9928888889,38.1615555556,14.9638888889,28.1818888889,12.2033984674
783.12,9.3785873016,38.4092222222,22.9926666667,38.2892222222,3.94988888889,3.40388888889,35.2494444445,38.3001111111,15.2163333333,28.4841111111,13.0075095785
783.43,9.76830158731,37.5707888889,23.384,37.558,4.341,3.62277777778,35.2978888889,38.0226666667,15.8005,27.9678888889,13.27398659
783.74,9.69014285715,37.9112666667,23.5096666667,38.1303333333,4.69033333333,3.63233333333,35.0747777778,38.2906666667,15.9991111111,28.2374444445,13.5742337165
784.05,8.60252380951,36.7291222222,22.4163333333,37.36,4.02666666667,2.50855555556,34.0763333333,37.1337777778,14.7717777778,26.8842222222,12.4057681992
784.36,8.60207936509,37.2354555556,22.3425,37.489,3.83866666666,2.82144444445,34.416,37.7516666667,15.0698888889,27.1436666667,12.2563524904
784.67,9.80499999999,37.4367,23.1795,38.2954444444,5.22922222222,4.13855555556,35.2904444445,37.6322222222,16.2548888889,27.7404444445,13.13101341
784.98,10.8016031746,38.4564,23.977,39.5812222222,6.544,5.68777777778,35.6801111111,38.9892222222,17.6127777778,28.8612222222,14.5171494253
785.29,10.9534285715,38.5701222222,23.8321666667,39.72,6.40788888889,5.24011111111,35.3745555556,39.0151111111,16.8664444444,28.5353333333,14.5818850575
785.60,10.616031746,38.1393444444,23.8925,39.6691111111,6.30455555556,4.84855555556,34.9355555556,38.6531111111,16.7296111111,28.7147777778,14.1277011494
785.91,10.9994761905,38.2781333333,24.3903333334,40.1188888889,6.63977777778,4.94077777778,35.1782222222,39.0975555556,16.6197777778,29.0911111111,14.3253505747
786.22,10.9367301587,38.5403555555,24.2095,39.9791111111,6.35377777778,4.507,35.5137777778,39.4992222222,16.9379444445,29.129,13.7122241379
786.53,11.0611428571,38.3363222222,23.9641666667,40.3834444445,5.75155555556,4.14366666667,35.0648888889,38.7858888889,16.8058888889,28.9218888889,13.2507873563
786.84,10.9736190476,38.8951111111,23.5785,40.7267777778,5.20866666667,3.759,35.1351111111,39.6083333333,16.4595555555,29.4502222222,12.6283045977
787.14,11.1573174603,38.3238888889,23.0663333334,40.542,4.75188888889,3.70033333334,35.2845555556,39.3692222222,16.3783333333,29.0061111111,12.3623467433
787.45,12.1406666667,38.9886333333,23.7348333334,41.2496666667,4.95155555556,4.49244444444,36.3281111111,40.032,17.0061111111,30.3183333333,13.0765363985
787.76,13.5166190476,39.5249777778,24.509,42.1088888889,5.88311111111,5.33566666666,37.2618888889,40.7115555556,18.0298333333,31.3493333333,13.9785440613
788.07,13.742968254,39.9598777778,24.9705,42.4911111111,5.93844444444,5.742,37.6028888889,41.4604444444,18.085,32.2534444445,13.9578831418
788.38,13.5833650794,39.7023666667,24.8886666667,41.6245555556,5.79822222222,5.333,37.4787777778,41.2287777778,17.0623888889,31.8987777778,13.5654252874
788.69,13.3177142857,38.8575333333,24.5753333333,41.1151111111,5.751,5.126,37.0532222222,40.1483333333,16.7790555556,31.7708888889,13.5677586207
789.00,14.5449206349,39.1055111111,25.2576666667,41.304,6.65322222222,6.176,37.4187777778,40.5021111111,17.2966111111,32.2642222222,14.6346340996
789.31,14.6936190476,38.8954222222,25.0783333334,41.0002222222,7.04044444444,6.65166666667,37.2141111111,39.9467777778,17.8716666667,32.0714444445,14.9654272031
789.62,15.1733015873,39.1683666667,25.32,41.3753333333,7.75777777778,7.22744444444,37.6054444445,40.1722222222,18.0448888889,32.4998888889,16.0538467433
789.92,14.8851746032,39.4170555556,25.5973333334,41.6861111111,8.64411111112,7.44944444444,38.5392222222,40.8313333333,18.347,32.8283333333,16.3648237548
790.23,14.3167936508,38.9766222222,25.4656666667,40.9838888889,8.64644444442,7.14788888889,38.115,40.1164444444,18.1258888889,31.9532222222,16.0398218391
790.54,13.4238730159,38.7592777778,25.2281666666,40.1865555556,8.43477777777,6.28544444444,38.0474444444,39.3957777778,17.5383888889,31.7618888889,15.5062547893
790.85,12.6417777778,38.3693888889,24.8201666666,40.1043333333,8.47155555556,5.68588888889,37.851,38.9672222222,17.1309444445,31.3302222222,15.3796034483
791.16,11.0155396825,37.2686555556,23.7276666667,38.6664444444,7.89866666667,4.38933333333,36.6623333334,37.1395555555,15.4633333333,29.6542222222,14.1726704981
791.47,10.6549206349,36.7943555555,23.4196666667,38.3036666667,8.10977777778,4.25711111111,36.4197777778,36.6751111111,15.4693333333,28.9165555556,14.3300651341
791.78,9.81536507937,35.7499888889,22.941,37.8835555556,7.166,3.84788888889,36.1003333333,36.0463333333,15.2831111111,28.0374444444,13.5783773946
792.08,9.08006349205,35.6569111111,22.4115,37.7534444444,6.61322222222,3.15077777778,36.6288888889,36.4842222222,15.1527222222,27.0317777778,12.8807164751
792.39,8.88807936508,35.8332,22.6636666667,37.7393333333,6.44466666667,3.14877777778,36.799,37.0258888889,15.3640555556,26.6055555556,12.7561264368
792.70,8.36971428572,35.3061333333,22.4681666666,37.201,5.82455555556,2.815,36.3541111111,36.5373333333,14.7728333333,26.2728888889,12.0097662835
793.01,7.6798888889,34.9317777778,22.2628333333,37.2507777778,5.08344444444,1.93533333333,35.6184444445,36.0965555555,14.3406666667,25.8365555556,11.4668716475
793.32,8.3146984127,35.8354333334,22.6751666667,37.5827777778,5.13188888889,2.76311111111,35.8992222222,36.8048888889,15.1805555555,26.4598888889,12.0769003831
793.62,8.66963492062,36.2487111111,23.0408333334,38.5581111111,4.91122222222,3.41355555556,35.9803333333,37.0835555556,15.9583888889,27.2843333333,12.8111762452
793.93,9.73641269841,36.5886555555,23.969,39.4958888889,5.50977777777,4.47888888889,36.2542222222,37.8694444445,16.6664444444,27.7092222222,13.534032567
794.24,10.3989206349,37.0363666667,24.1443333334,39.6874444444,5.74944444443,4.71144444444,36.0938888889,39.083,17.3569444444,28.1427777778,13.7376130268
794.55,11.3371587302,37.2838333333,24.873,40.4768888889,6.28455555556,6.14899999999,37.0407777778,40.4768888889,18.4017222222,29.7162222222,15.0054099617
794.86,11.3045873016,36.8483,24.2131666666,40.0676666666,5.85466666667,5.30177777778,36.8528888889,40.4625555556,18.2123333333,29.1707777778,14.657545977
795.16,13.3595555556,38.197,25.311,41.7812222222,7.79311111112,6.77799999999,37.852,41.2901111111,20.1047777778,30.9648888889,16.457559387
795.47,14.0526666667,39.0903777778,25.9386666667,42.5292222222,8.45577777777,7.75933333333,38.4371111111,41.8324444445,20.802,32.2341111111,16.9478831418
795.78,13.7676825397,39.4335222222,25.3493333333,43.1471111111,8.50522222223,7.54044444446,39.1107777778,42.1823333333,20.6864444444,33.0673333333,16.5514885058
796.09,14.4059206349,40.2311777778,25.5146666667,43.7141111111,8.87544444443,7.66933333332,39.9623333334,43.0721111111,21.3036666667,33.5324444444,17.0233199234
796.40,14.709031746,40.9064777778,25.539,43.8695555556,9.16533333333,8.20333333332,40.4091111111,43.7148888889,21.4705,33.9746666667,17.0506590038
796.70,14.3283650794,40.1047666667,25.1406666667,43.4735555556,8.7498888889,7.66844444443,39.6556666667,43.0871111111,20.5504444445,33.6421111111,16.6946915709
797.01,15.5303015873,40.5426,26.1023333333,43.9474444445,10.3653333333,8.62511111111,40.586,43.8824444444,20.9685,34.4141111111,16.9985613027
797.32,14.0147142857,39.7547333333,24.9426666666,42.5908888889,9.56266666668,7.63266666667,39.494,42.318,19.7143333333,33.2897777778,15.8979367816
797.63,12.4254126984,38.5778111111,23.9861666666,40.9164444444,8.8361111111,6.62711111111,38.2678888889,41.1033333333,18.3316111111,31.9044444444,14.5746283525
797.93,12.2453015873,38.4354666667,24.0776666666,40.47,8.72866666669,6.313,37.7031111111,40.7114444445,18.2970555556,31.4447777778,14.4808429119
798.24,12.0534126984,38.5624,24.4355,39.896,8.62088888889,6.41866666667,37.1292222222,39.8736666667,17.9172222222,31.4408888889,14.5703965517
798.55,11.4083650793,37.9127333333,24.2915,39.0575555556,8.14222222223,6.08411111111,36.7295555556,39.4286666667,17.4707777778,30.331,14.1592318008
798.85,11.0351904762,37.0183111111,23.5675,38.0581111111,7.32444444444,5.40277777778,35.6166666667,38.239,16.5706666667,29.2642222222,13.5788314176
799.16,10.5598730159,36.3985777778,22.6371666667,36.5398888889,6.70466666668,4.866,34.2303333334,36.9772222222,16.2292777778,28.4222222222,13.2805383142
799.47,9.49604761904,35.6696666667,21.9713333333,35.8772222222,5.94333333332,4.10677777778,33.3447777778,35.9687777778,15.2865555556,28.3711111111,12.6755957854
799.78,8.96287301588,34.9660888889,21.894,35.7095555556,6.16655555557,4.07322222222,32.5865555556,34.7248888889,15.0882222222,27.6306666667,12.6015842912
800.08,8.60906349206,34.6423444445,21.3918333333,35.2438888889,6.25511111111,3.878,32.5033333333,34.4363333333,15.4157222222,26.7485555555,12.1304310345
800.39,6.97826984126,33.3099555555,19.584,33.6014444444,4.25122222222,2.376,30.8642222222,32.4134444445,14.1043333333,24.5048888889,10.825789272
800.70,7.96325396827,33.4840333333,19.4561666667,33.5671111111,4.47944444444,2.45611111111,30.8538888889,33.1697777778,14.5847222222,24.6784444445,11.0501168582
801.00,9.24682539683,33.9292333334,19.646,33.9876666667,4.80188888889,3.00277777778,31.464,32.5623333333,14.8965555555,25.3765555555,11.4297049808
801.31,9.01788888889,33.4522555555,18.8056666666,33.286,4.32566666667,2.26966666667,31.5033333333,31.8835555555,14.4385,24.9078888889,10.8600095785
801.62,8.58444444447,32.8690777778,17.9018333333,33.0467777778,4.04577777778,1.64711111111,31.4118888889,31.4715555555,14.2558333333,24.1794444445,10.2453218391
801.92,6.67515873015,31.5561666667,16.0965,31.4446666666,1.65555555556,-1.349,29.7154444445,29.6172222222,11.8593333333,22.9088888889,8.17708045977
802.23,8.31866666667,32.9600111111,17.6061666666,32.7315555555,3.10611111111,-0.159666666666,30.9147777778,31.639,13.3516666667,24.4565555555,9.86116283523
802.54,8.91419047619,33.3480444445,18.1281666666,33.4813333333,4.05711111111,0.283555555553,31.6562222222,31.7426666667,14.2494444444,24.5652222222,10.569256705
802.84,9.01611111112,33.4108888889,17.9801666666,33.8587777778,3.85388888889,0.10011111111,31.5192222222,32.4323333333,14.1580555556,23.6611111111,9.89524329503
803.15,9.29322222224,33.1590777778,17.2241666666,33.1923333333,2.67855555556,-0.884222222223,31.206,33.0772222222,14.0395,23.2347777778,9.42125478927
803.46,9.7581904762,33.6875111111,17.3116666666,33.3463333333,2.33155555555,-0.820666666667,30.8324444445,33.242,13.7228333333,23.7334444444,9.70624521073
803.76,10.361031746,34.0052222222,18.1093333333,33.658,2.87177777778,-0.649666666667,31.254,33.6061111111,13.8792222222,24.3274444444,10.4473582376
804.07,11.4395238095,35.4249555556,18.9778333333,34.7042222222,3.52533333333,0.639888888889,32.4977777778,34.6782222222,15.0086111111,25.3298888889,11.540545977
804.38,12.2042222222,36.4419888889,20.192,36.0231111111,4.23033333333,1.57988888889,33.1897777778,36.4016666667,16.0465,25.7343333333,12.8785785441
804.68,12.7204920635,36.6090555556,20.127,35.9348888889,5.01077777778,1.61466666667,32.103,36.5887777778,16.1220555555,25.7465555556,12.7714559387
804.99,13.4734920635,37.2012888889,20.96,36.9111111111,5.02211111111,1.84744444445,32.3963333333,37.77,15.8015555556,26.6197777778,13.1688371648
805.30,15.5666031746,38.6920888889,22.6095,38.9714444444,7.12377777778,4.93966666667,34.2095555556,39.1871111111,17.8094444444,28.2284444444,14.8271628352
805.60,14.2018888889,37.3471111111,21.1965,37.4491111111,6.027,3.77166666666,33.0657777778,37.6145555556,16.157,26.58,12.9945766284
805.91,13.608031746,36.0146,20.9855,36.6818888889,5.02288888889,3.412,32.3314444444,36.7326666666,14.7387222222,26.2938888889,11.9506072797
806.21,12.6893492064,34.6912555556,19.476,35.2568888889,4.16366666667,2.75888888889,31.8527777778,35.1936666667,13.8572222222,25.348,11.122454023
806.52,10.8806031746,34.5652444444,18.1621666667,34.9731111111,3.00411111111,1.74477777778,31.9296666667,34.2646666667,12.495,25.4887777778,9.54951340997
806.83,10.991,34.3671444444,18.0835,35.196,3.24022222222,1.42988888889,32.179,34.0546666667,12.4426666667,25.2524444444,9.37114176243
807.13,11.3263015873,35.1007888889,18.4551666667,35.3641111111,4.337,1.82122222222,32.7307777778,35.0496666667,13.1878333333,25.5372222222,9.71022413793
807.44,10.5036349206,34.8052333333,18.1675,35.2947777778,4.476,1.55344444445,32.4647777778,34.518,12.6252777778,25.5792222222,9.02422413793
807.74,9.5789047619,33.8291555555,17.3643333334,34.357,3.429,0.996777777777,31.7251111111,33.32,12.1345,24.8671111111,7.60027203063
808.05,8.90911111109,33.3293666667,16.8495,33.5364444445,2.21944444444,1.19088888889,31.9258888889,32.535,11.2126666667,24.2656666667,6.85727394637
808.35,9.28957142857,33.7819888889,17.1543333333,33.5094444444,2.73733333333,2.62866666667,32.6692222222,32.4392222222,12.2426111111,24.5798888889,6.87711685823
808.66,8.79814285714,33.3180555555,16.9145,32.5897777778,2.07911111111,1.91377777778,32.1905555555,32.2318888889,11.9511111111,24.1085555555,6.0322586207
808.97,7.80890476189,32.8466,16.0493333333,32.1555555556,0.936555555556,0.908111111111,31.2898888889,31.2051111111,10.9975555556,22.9885555555,4.9777183908
809.27,7.17003174604,33.0533333333,15.7696666667,31.9335555556,0.349888888888,-0.20422222222,30.7086666667,31.6858888889,10.4768333333,21.8722222222,4.37797509577
809.58,7.8685079365,33.9990888889,16.8006666667,32.529,0.938333333336,0.208333333331,31.4713333333,32.5291111111,11.1482222222,22.2523333333,4.79396551723
809.88,10.3298412698,34.3421555556,18.4208333334,33.1871111111,2.74855555555,1.25722222222,32.2953333333,33.889,12.4267222222,22.5002222222,6.57259386973
810.19,8.46346031746,32.7485333333,16.644,31.579,1.00455555556,-0.44977777778,30.8742222222,32.6286666667,11.3284444444,20.7077777778,4.91573371647
810.49,6.27817460317,30.4754666666,13.776,30.132,-1.97355555555,-2.43966666667,28.6713333333,31.0644444444,9.15327777778,19.4404444444,2.86322988507
810.80,7.00503174602,29.8599666667,13.5853333334,30.3611111111,-1.83644444444,-1.77411111111,28.3535555556,31.5592222222,9.9285,18.8295555556,3.57779885057
811.10,7.05542857142,30.5594555556,12.5655,29.7885555556,-2.11433333334,-1.93922222222,28.5328888889,31.7914444445,9.71216666667,18.7568888889,3.67522413793
811.41,5.52226984127,29.5405222222,11.2438333334,29.7844444444,-3.81422222222,-3.98022222222,27.2306666667,30.9784444444,8.63188888889,17.3464444444,1.79864559387
811.71,6.12304761904,30.0365777778,11.7941666667,30.3681111111,-2.54877777778,-3.71488888889,27.6862222222,31.3008888889,9.61199999999,17.4411111111,3.1654137931
812.02,4.42887301589,29.6249333333,9.64766666666,30.0385555555,-3.99577777778,-5.88866666667,26.2354444445,30.5115555555,7.71977777779,16.2986666667,1.32168582377
812.32,6.48257142857,29.9880888889,11.3993333333,31.0432222222,-1.42511111111,-3.34177777778,26.7855555556,31.5861111111,9.59283333332,18.2866666667,3.54321072797
812.63,8.46487301587,30.4881111111,12.3688333334,32.1341111111,0.816333333336,-1.34922222222,27.553,32.7835555555,10.9445555556,19.4237777778,4.86240229883
812.93,8.9210952381,30.3940111111,12.438,32.4266666667,1.00577777778,-1.64866666667,26.3764444445,32.0475555556,10.6247222222,19.8813333333,5.38591954023
813.24,9.1525079365,31.5991777778,13.1433333334,32.8667777778,1.44911111111,-1.26611111111,26.5367777778,31.7006666666,11.0611111111,19.8733333333,6.16142720307
813.54,11.8905555555,34.4103222222,15.8335,35.3268888889,4.54244444444,2.14044444444,29.183,33.4478888889,13.4477777778,23.0228888889,8.83386398467
813.85,12.8410634921,35.1499333333,18.0901666666,35.7553333333,5.90755555556,2.91266666667,30.6987777778,33.8404444444,14.433,23.155,9.11123563217
814.15,12.818047619,34.3688666667,18.639,35.0591111111,5.22688888889,2.16966666667,30.2926666667,32.5442222222,13.2808333333,23.0603333333,8.315302682
814.46,13.4427619048,34.2339777778,20.291,35.7824444445,6.22966666667,2.15322222222,30.7691111111,33.0208888889,13.4450555556,23.3398888889,9.09601532567
814.76,13.5243333333,34.1295333333,20.4215,34.8674444445,6.363,2.30955555556,30.717,31.993,13.5415555556,23.2558888889,9.51462452107
815.07,11.6867460317,32.0556888889,18.4533333333,33.3984444444,4.19322222222,-0.358777777779,28.8628888889,30.4944444445,11.0132222222,22.3688888889,7.79177394637
815.37,11.423047619,31.3214111111,17.5576666667,32.7072222222,4.47977777778,-0.224888888889,28.6607777778,30.5555555556,10.4687777778,22.0937777778,8.28835632183
815.68,10.7102222222,32.3742222222,17.4096666667,32.8214444444,4.02844444444,-0.792444444443,29.949,31.6824444444,10.4589444444,22.2716666667,8.59909578543
815.98,9.97834920633,32.6261666667,17.0705,32.3568888889,2.62644444445,-1.80133333333,30.707,32.273,10.1683333333,23.6698888889,8.48399042147
816.29,10.6300476191,33.4361777778,18.5823333334,33.3498888889,4.27866666667,-0.447777777779,32.0066666667,33.3663333333,11.1275555555,24.7762222222,9.92441570883
816.59,10.2312857143,32.1885111111,18.5721666667,32.6901111111,4.647,0.578777777778,31.5967777778,33.1244444445,11.0307222222,25.1326666667,9.7633678161
816.89,8.6258888889,30.4907444445,17.2985,30.7903333333,2.73733333333,-1.61966666667,29.7052222222,31.4382222222,8.63305555554,22.8701111111,8.1464770115
817.20,8.28893650792,30.7126333333,16.3038333333,30.6725555556,2.56422222222,-1.72544444444,28.9468888889,30.608,8.34533333332,22.9478888889,8.91170498083
817.50,7.09295238096,31.0072444445,15.0851666667,30.2028888889,1.73566666667,-3.21177777778,28.1914444444,30.4784444445,7.8913888889,22.1248888889,8.39938122603
817.81,6.21544444443,29.9189666667,13.5298333333,29.5256666667,0.95211111111,-3.79211111111,28.0275555555,28.9013333333,7.47516666667,21.2233333333,7.70655747127
818.11,7.59255555556,31.6817777778,14.6568333334,31.2555555556,2.58955555556,-2.16822222222,29.4641111111,30.6081111111,9.17655555555,22.3427777778,9.72281992337
818.41,9.3472857143,33.8859888889,16.6886666667,33.451,3.67433333334,0.0294444444443,31.5988888889,32.437,11.1110555556,23.6333333333,10.403743295
818.72,10.6348888889,34.8496666667,18.7763333333,34.346,4.19122222222,0.82977777778,32.9535555555,32.6863333333,12.3981111111,24.2194444444,10.9884693487
