wavelength,Back_ButExif,Belly_ButExif,Breast_ButExif,Crissum_ButExif,Crown_ButExif,DorTail_ButExif,Patch10_ButExif,Patch11_ButExif,Patch12_ButExif,Patch13_ButExif,Rump_ButExif,Throat_ButExif,WingTip_ButExif
766.32,10.744,59.6156,51.982,38.4273333333,9.93453333333,12.5033333333,14.7707,11.8596,13.5954,10.4936666667,11.446,9.04919999999,15.9458
766.64,11.1233333333,59.5482666667,51.9228666667,38.6904,10.1373333333,12.5702,14.9221666667,11.981,13.9773333333,10.5493333333,11.5385333333,9.34833333333,16.1294
766.95,11.1683666667,59.536,51.7658666667,38.6965333333,10.167,12.7452,15.0103333333,12.0171333333,14.109,10.7072666667,11.6928666667,9.56756666666,16.2708
767.26,11.2409666667,59.5909333333,52.0693333333,38.7921333333,10.2904666667,12.8019333333,15.1022666667,12.0989333333,14.1386666667,10.6698,11.9340666667,9.67976666667,16.4488
767.57,11.0837,59.5412,51.9670666667,38.5103333333,10.2175333333,13.0114666667,15.0882333333,12.0631333333,14.0937333333,10.5906666667,11.9944666667,9.77743333333,16.4288
767.88,11.2763666667,59.6941333333,51.9022666667,38.4072,10.3798,13.3086666667,15.2549,12.3945333333,14.3318666667,10.6470666667,12.2644,9.94023333333,16.7018666666
768.20,11.6953,59.6548,51.9021333333,38.4466,10.5932666667,13.7324,15.4008666667,12.7615333333,14.5702,10.899,12.5064,10.1528333333,16.9686666667
768.51,12.6033333333,60.1291333333,52.5367333333,39.0045333333,11.2831333333,14.6385333333,16.3181666667,13.7462666667,15.3724666667,11.5522666667,13.3665333333,10.6655666667,17.736
768.82,12.9531666667,59.7132666667,52.2637333333,38.4646666667,11.7496,14.8984666667,16.5362333333,14.0040666667,15.5355333333,11.7757333333,13.7692666667,10.7752333333,17.8348
769.13,13.7156,60.0113333333,52.1468666667,38.5386,12.1355333333,15.3409333333,16.9829666667,14.6514666667,16.0676666667,12.2448,14.3162666667,11.2843666667,18.3201333333
769.44,14.1604333333,60.0344666667,52.0583333333,38.5716666667,12.2381333333,15.7342,17.3521333333,15.1484666667,16.4006,12.3990666667,14.6582666667,11.3785333333,18.698
769.76,14.2653,60.1249333333,52.4929333333,38.6596,12.1922666667,15.8302666667,17.3311,15.3380666667,16.7956,12.1139333333,14.7323333333,11.4751,18.8824
770.07,14.2596,60.4330666667,52.7172,38.7438,12.0253333333,16.1996,17.2173,15.5396,16.788,12.1764666667,14.8598666667,11.5841666667,18.8750666667
770.38,14.4458666667,60.5530666667,53.1152666667,39.1762666667,12.2310666667,16.4628,17.5671,15.7924666667,17.226,12.5096,15.0534666667,11.8272666667,19.2046
770.69,14.7893,60.7282666667,53.3497333333,39.4315333333,12.5562,16.9692666667,17.8427666667,16.1390666667,17.6687333333,12.8590666667,15.3700666667,12.1533666666,19.3946666667
771.00,14.6285,60.4442666667,53.2213333333,39.5682,12.279,16.6377333333,17.6733666667,15.9279333333,17.3141333333,12.6191333333,15.2470666667,11.7808,19.369
771.32,14.6188666667,60.3218,53.1384,39.8178666667,12.2488666666,16.6878666667,17.4165333333,16.0738,17.2216666667,12.7826,15.2943333333,11.8063,19.2715333333
771.63,14.9709,61.0929333333,53.8086,40.2981333333,12.6334666667,17.1743333333,17.9196,16.483,17.5718666667,13.2513333333,15.8262666667,12.1428666667,19.5852
771.94,14.9174333333,61.6502,54.1828,40.3564666667,12.7568666667,17.4081333333,18.1958,16.594,17.7161333333,13.4564,15.6216,12.5390333333,19.6569333333
772.25,15.0099,62.0930666667,54.2552,40.7082,12.9191333333,17.8268,18.3432666667,16.8202,17.9157333333,13.9791333333,15.4175333333,12.8011333333,19.804
772.56,14.4298666667,62.4268,54.5788,40.8196666667,12.3581333334,17.445,18.1592666667,16.2820666667,17.4176,13.7179333333,15.0183333333,12.1496666667,19.2582
772.87,14.6224333333,63.0584,55.1888,41.3238666667,12.9325333333,17.4404666667,18.4008333333,16.4194666667,17.4827333333,13.9814,15.3052666667,12.5408333333,19.6502666667
773.18,14.7691666667,62.6388,55.0024666667,41.3566666667,13.1562666667,17.7016666667,18.5033666667,16.5828,17.4592,14.3636666667,15.4310666667,12.4569333333,19.7342666667
773.50,15.1438333333,63.0975333333,55.2899333333,41.6361333333,13.7105333333,18.001,18.8259666667,16.9542666667,17.8548,14.7807333333,15.7518,12.7275,20.1980666667
773.81,15.0604333333,62.8612666667,54.9561333333,41.324,13.7366666667,17.8838,18.586,16.7069333333,17.3854666667,14.5339333333,15.5586,12.5101333333,19.8433333333
774.12,14.5288666667,62.8632666667,54.8806,41.2438,13.5646666667,17.5704666667,18.1826666667,16.1436666667,16.8763333333,14.3166666667,15.1794,12.3306666667,19.5324666667
774.43,15.3569333333,63.4056666667,55.5234,41.6257333333,14.5150666667,18.4998,19.1002,17.0236,17.7182666667,15.1857333333,15.7114666667,13.2369,20.4148666667
774.74,15.6480333333,64.0699333333,55.9202666667,41.6631333333,14.8650666667,18.4876666667,19.3194,16.7421333333,18.0112,15.2152,15.7889333333,13.4258333333,20.5108
775.05,15.6607666667,63.8571333333,55.5211333333,41.6299333333,14.8996666667,18.2624666667,19.3563666667,16.6716,18.2233333333,14.9484666667,15.4674,13.4285666667,20.5040666667
775.36,15.3249666667,63.1051333333,54.8884,41.3588666667,14.6578,17.5226,18.8081,16.3158666667,17.8759333333,14.3683333333,15.1288,12.9114,20.0786
775.67,15.2157333333,63.6498666667,55.3677333333,41.7152666667,14.4852,17.3872666667,18.7584333333,16.1905333334,18.1602666667,14.2409333333,15.2183333333,13.0715666667,20.0848
775.98,15.6827666667,62.9518666667,55.4441333333,41.7318,15.1833333333,17.7762666667,18.9546333333,16.7970666667,18.7849333333,14.6126,15.5768,13.8475333333,20.679
776.30,14.7135333333,62.2422666667,55.0921333333,41.2208,14.3348,17.4141333333,18.1463333333,16.1435333333,18.2012666667,13.8464666667,14.6836666667,13.0767333333,19.9752666667
776.61,15.1505,63.1840666667,55.5758666667,41.5844666667,14.6849333333,17.6816666667,18.3522333333,16.5578,18.5624666667,13.961,15.0190666666,13.6902666667,20.4909333333
776.92,14.7729,63.0372,55.4669333333,41.5519333333,14.3389333333,17.2586666667,17.9096,16.2122666667,18.0909333333,13.4813333333,14.5636,13.6038333334,20.0356666667
777.23,15.2585666667,64.1905333333,56.1903333333,41.982,14.6616666667,17.5495333333,18.3631333333,16.6178666667,18.4606666667,13.8944666667,14.9034666667,14.2599333333,20.5559333333
777.54,15.6556666667,64.4324,56.3176666667,42.1772666667,14.9158666667,17.6623333333,18.7043666667,16.783,18.8518666666,14.0624,14.9936,14.3495333333,20.7136
777.85,14.9974,63.6683333333,55.6408666667,41.5804,14.1392666667,16.6039333333,17.7919,15.7717333333,18.226,13.0769333333,14.4479333333,13.3620666667,19.7382666667
778.16,14.1089333333,63.0012666667,55.3412,41.2694666666,13.1474666667,15.7449333333,17.3014,15.251,17.5459333334,12.5099333333,13.6309333333,12.5126333333,19.4050666667
778.47,13.9027333333,63.3626,55.7338,41.2242666667,13.0606666667,15.7175333333,17.2387333333,15.3114,17.2466666667,12.7236666667,13.5311333333,12.1491333333,19.2088666667
778.78,14.4453333333,65.0749333333,56.5494,41.848,13.317,16.1187333334,17.5797,15.6881333333,17.7814666667,13.4315333333,13.873,12.3848333333,19.7056
779.09,14.4820333333,65.1441333333,56.796,41.8026666667,13.4102666667,16.0318666667,17.6284,15.8944666667,17.4498666667,13.3608666667,13.9653333333,12.0224666667,19.5988666667
779.40,14.9122333333,66.8763333333,57.9082,42.4999333333,13.4694,16.2074,17.7211333333,15.8787333333,17.4377333333,13.6905333333,13.9795333333,11.8990666667,19.4614666667
779.71,16.0097,67.5276,58.1876666667,43.0189333333,14.1944666667,16.6072,18.5019333333,16.6413333333,18.2386,14.4548666667,14.687,12.5432333333,19.9888
780.02,15.6186333333,66.5875333333,57.3222,42.2993333333,13.644,16.2146666667,18.4236666667,16.1242666667,17.6552666667,14.2599333333,14.2599333333,12.0988,19.2428666667
780.33,16.2581333333,67.6778,57.9778666667,42.9534666667,14.2474666667,16.9437333333,19.4831333333,16.6524,18.4918666667,14.8071333333,15.0812666667,12.1937,19.9371333333
780.64,15.8327333333,66.8045333333,57.3943333333,42.5827333333,13.7302666667,16.7845333333,18.8206,16.5659333333,18.1593333333,14.5698666667,14.8172666667,11.5098666666,19.695
780.95,15.5837,67.2756,57.9398666667,42.2242,13.1169333333,16.6578666667,18.332,16.371,17.9103333333,14.0650666667,14.6970666667,11.0242666667,19.3503333333
781.26,15.6370666667,68.2720666667,58.9973333333,42.7812,13.3274666667,17.0398,18.4063,16.8009333333,18.0961333333,14.3240666667,14.4076666667,11.3160333333,19.636
781.57,16.7761666667,68.8968666667,59.5149333333,43.3244666667,14.6644,18.0064,19.2633666667,17.8824,18.9943333333,15.2026666667,15.1138,12.4164666667,20.2721333333
781.88,17.5602666667,69.1091333333,60.1013333333,43.9617333334,15.0849333333,18.6118666667,19.5384666667,18.4748,19.6543333334,15.4781333333,15.6210666667,13.4911666667,20.7447333333
782.19,17.2427,68.2688666667,60.006,43.7442666667,14.6234666667,18.614,19.115,17.9358,19.076,14.8933333333,15.2235333333,13.2341666667,20.204
782.50,18.3861666667,69.1208,60.7494,44.4786666667,15.6724,19.7703333334,20.0,18.5676,20.2960666667,15.7086666667,15.8174666667,14.4606333333,21.378
782.81,17.4834333333,67.6191333333,59.3669333333,43.3575333333,15.1236666667,19.0357333333,19.4635333333,17.8,19.8795333333,14.9248,15.3886666666,13.897,20.8198
783.12,17.3345,66.6905333333,58.8327333333,43.0504666667,15.1684,19.2298666667,19.8017,17.6412666667,20.0660666667,15.1263333333,15.6255333333,13.8388333333,20.6497333333
783.43,17.9781333333,67.2678,59.6295333333,43.6004666667,15.8896,19.9938,20.2643,18.2453333333,20.9046666667,15.6466,16.4116666667,14.3108666666,21.3479333333
783.74,17.7056666667,66.5571333333,59.8841333333,43.1078666666,15.6366666667,19.8170666666,19.6222,17.9524,20.6948,15.5941333333,15.8745333333,14.1927,20.9994
784.05,18.0455666667,66.5928,60.4123333333,43.5272666667,16.0172,19.9630666667,19.9570333333,17.6485333333,21.3295333333,15.9064,15.7894,14.7153,21.0342
784.36,18.9997,66.1116,60.4513333333,44.4830666666,17.3832666667,20.6586666667,21.2107,18.6702666667,22.0432666666,17.2246666667,16.4073333333,15.6205333333,22.1166
784.67,19.7441,65.7572,60.0782,44.5348,17.9463333333,21.0961333333,21.6471,19.0182666667,22.5835333333,17.9462666667,16.7118666667,16.2602666667,22.6560666667
784.98,19.8064333333,65.9650666667,60.3871333333,44.6944666667,17.7858,21.5971333333,21.688,19.0563333333,22.8192,18.1971333333,16.8844,16.3945,22.7827333333
785.29,19.3222333333,66.7960666667,61.0414,44.9538,17.5108666667,21.4109333333,21.7868,18.9401333333,22.6617333333,18.016,16.7036666667,16.0567,23.2224666667
785.60,19.5077,66.4598666667,61.4036666667,45.2749333333,17.6662666667,21.8048666666,22.4885333333,19.611,23.0569333333,18.5231333333,17.1558666667,16.9645,23.7008666667
785.91,18.8005,65.7264,61.1332666667,45.039,16.6848,21.1029333333,22.0555,19.2946666666,22.2664666667,18.059,16.7933333333,16.2717666667,23.0621333334
786.22,18.8849333333,66.0792,61.9004666667,45.4016666667,16.5288,21.3968666667,22.1794666667,19.4844,22.374,18.4052,16.6906666667,16.3907,22.9556666667
786.53,19.8394333333,67.4390666667,63.2499333333,46.429,17.4152666667,21.8894,22.6707333333,20.1188,23.06,18.9958,17.2846666667,17.546,23.9274666667
786.84,19.9734666667,67.94,64.0379333333,46.9024,17.8838666667,21.6976,23.1210666667,20.554,23.1418,19.3221333333,17.3829333333,17.9723333333,24.2264666667
787.14,20.7928666667,68.1546,63.9388,47.6066666667,18.8812666667,22.2664,24.3253333333,21.5514666667,23.3966,20.1615333333,18.3276666667,19.1668,25.0346
787.45,20.7820333333,68.5153333333,64.0501333333,47.8156666667,18.9419333333,22.1843333333,24.6245,22.1670666667,23.1283333333,20.1820666667,18.5380666667,19.1638666667,25.1366
787.76,20.2806333333,68.2820666667,63.7303333333,47.1712666667,18.1178666667,21.5648,23.7159666667,21.474,22.6076,19.2744666667,17.8004666667,18.7186666667,24.3594666667
788.07,19.8113666667,68.3447333333,63.5922666667,47.0719333333,17.6125333333,21.3232,23.3360333333,21.3120666667,21.9706,18.9528666667,17.6915333333,18.2798666667,23.7162
788.38,19.9527666667,67.4456,63.2721333333,47.1842,17.8241333333,20.9905333333,23.4085,21.319,21.8420666667,18.9817333333,17.8296666667,18.2803333333,23.8341333333
788.69,19.5371,65.9708666667,62.1199333333,46.2887333333,17.2992,20.378,22.8650333333,20.4217333333,21.0135333333,18.3566,17.4363333333,17.8416,22.6569333333
789.00,19.5454333333,65.7846,61.8844666667,45.9436666667,17.4801333333,19.9945333333,22.5663666667,20.1040666666,20.9807333333,18.2799333333,17.5294,17.4447333333,22.3993333333
789.31,19.8925333333,65.9718,62.0678,46.1483333333,18.2631333333,20.1655333333,22.6991666667,20.226,21.3068666667,18.6765333333,17.7062,17.9213,22.5640666667
789.62,20.5292666667,66.0239333333,62.0726666667,46.5890666667,19.0913333333,20.4654666667,23.1366666667,21.0086666667,21.7900666667,19.2573333333,18.2987333333,18.6006666667,23.3415333333
789.92,20.1666333333,65.7634,61.5297333333,46.2996666667,18.8088,20.2200666667,22.5824666667,20.508,21.5748666667,18.3065333333,17.8775333334,17.9284666667,22.7941333333
790.23,19.9169,65.0902,61.1923333333,45.8125333333,17.8848,19.9312,21.8488333333,19.9486,21.3126666666,17.6499333333,17.1225333333,17.2857,22.2412666667
790.54,18.9278666667,64.2128666667,60.8882,44.9838666667,16.5234666667,19.0008,20.7071333333,18.7904666667,20.6718666667,16.319,16.0561333333,15.9918666667,21.0459333333
790.85,18.2590333333,63.1846666667,60.3096,44.4762,15.9285333333,18.4701333333,20.0923,17.9881333333,19.9881333333,15.7084666667,15.3630666666,15.2708666667,20.2677333333
791.16,18.8258333333,63.6816666667,60.5885333333,45.1351333333,16.5946,18.9309333333,20.7626,18.7868,20.6846666667,16.5344,16.2944,15.6275333333,21.0331333333
791.47,19.2372333333,63.8832,60.9481333333,45.4148666667,17.1985333333,19.3557333333,21.1305,18.9972,21.2214666667,16.9614,16.767,15.7824,21.5618
791.78,19.4495666667,64.3723333333,61.3667333333,45.7388666667,17.5510666667,19.8516666667,21.2214333333,19.5795333333,21.8490666667,17.4892,17.2108666667,15.8998,21.8801333333
792.08,20.2778,65.9026,62.6640666667,46.5846,18.4848666667,20.9217333333,22.0991666667,20.8586666667,23.226,18.7121333333,18.0428666666,16.5814333334,23.1501333333
792.39,20.1673333333,65.6374,62.4242666667,46.5087333333,18.3649333333,21.1616666667,22.0425333333,21.0796,23.1692666667,18.6364,18.0491333333,16.5434333333,23.0494
792.70,19.4088,65.3754666667,61.9686,46.3215333333,17.6606666667,20.7158666667,21.8824666667,20.8438,22.6462,17.6797333333,17.7246,15.6822666667,22.5952
793.01,19.3498666667,65.1361333333,62.0428666667,46.308,17.5344,20.9350666667,22.0974666667,20.6276,22.4590666667,17.2911333333,17.8802666666,15.4690333333,22.5872
793.32,19.1021666667,64.6356,61.5218,46.1891333333,17.1793333333,20.866,22.4132333333,20.7195333333,22.0375333333,17.6184666667,17.6632666667,15.2052,22.757
793.62,19.4683333333,65.4502666667,61.8019333333,46.9595333333,17.8796666667,21.7129333333,23.2441666667,21.3880666667,22.2412,18.2171333333,18.4081333333,15.7148333333,23.7695333333
793.93,20.2057666666,65.9512666667,61.855,47.1920666667,18.3855333333,22.3170666667,24.0172,22.007,22.8806666667,18.9428,19.2338666667,16.3533666667,24.3049333333
794.24,20.7261333333,66.36,61.9718,47.1172,18.7605333333,22.8418666667,24.1533,22.3287333333,23.6308,19.0924,19.8122,16.8545333333,24.9703333333
794.55,20.4629333333,67.0296,62.1014,47.2108,18.3928,22.4888666667,24.1681,22.0388666667,23.5710666667,18.7367333333,19.6247333333,16.7480666667,24.3903333333
794.86,20.324,66.4134,61.9504,47.3025333333,18.2530666667,22.1174,24.2315,21.9691333333,23.716,19.0246666667,19.7284666667,16.7006,24.179
795.16,20.5504,66.9189333333,62.2018,47.5338,18.2841333334,22.2509333333,24.3972666667,21.6112666667,23.4992,18.8068,19.5816666667,16.9186666667,24.2804666667
795.47,20.7733666667,65.8812666667,61.5347333333,47.4400666667,18.4053333333,22.1582,24.4575333333,21.3370666666,23.4412,18.5670666667,19.6343333333,17.0654,24.2206
795.78,21.6949666666,66.4519333333,62.1486666667,48.3078666667,19.0092666667,22.8529333333,25.5805,22.0232666667,24.1420666667,19.6061333333,20.4238,17.9380666667,25.3475333333
796.09,21.8709333333,65.9681333333,62.0131333333,48.3658666667,18.9224,23.0136,25.4764666667,21.8649333333,24.2806,19.8874666667,20.4086,18.1675333333,25.3877333333
796.40,21.2151666666,65.6623333333,61.7944,48.2471333333,18.4609333333,22.4599333333,25.0474666667,21.212,23.6422,19.5069333333,19.8216,17.7332666667,24.8960666667
796.70,20.9262333333,65.7492666667,61.9304,48.2376,18.0815333333,22.3502,24.5234,20.9653333333,23.4652666667,19.2024,19.7722,17.5359,24.3464
797.01,20.7826333333,64.8988,61.5952666667,48.0058,17.9464,22.2143333333,24.2798666667,20.5594666667,23.613,19.1130666667,19.756,17.3603,23.8096
797.32,20.0701,64.6942,61.8752,48.0059333333,17.5099333333,21.5586666667,23.5952,20.0975333333,22.9101333333,18.4292666667,19.1173333333,16.5936666667,23.3972
797.63,20.6499333333,64.7471333333,62.0666666667,48.6230666667,17.9574666667,21.9256666667,24.2072666667,20.9076666667,23.1891333333,19.0185333333,19.6870666667,17.2368,24.0784666667
797.93,20.3102666667,63.1994,61.1800666667,47.7798,17.7310666667,22.2445333333,24.048,20.8151333333,22.786,18.7652666667,19.1727333333,16.9129666667,24.2335333333
798.24,20.8318333333,63.7078666667,61.2890666667,47.7225333333,18.1155333333,22.9222,24.8800666667,21.3014,23.0324666667,18.9010666667,19.5702666667,17.4894,24.9908
798.55,20.5019333333,62.6139333333,60.1406666667,46.8504,17.8328666667,22.6019333333,24.5547,21.0835333333,22.7916,18.4082,19.3693333333,17.1227333333,24.5362666667
798.85,20.3296666667,63.302,60.4268666667,47.0872,17.6710666667,22.6993333333,24.2937666667,21.1613333333,22.4295333333,18.4996666667,19.3722,16.7827666667,24.6390666667
799.16,19.0066,62.3494666667,59.2422666667,46.0107333333,16.7398666667,21.5282,22.7254,19.7516666667,21.2287333333,17.1982666667,18.1152666667,15.5491666667,23.4701333333
799.47,18.4652,62.104,58.7066,45.6306666667,16.0362,20.6178666667,22.2491333333,19.3628666667,20.6241333334,16.6859333333,17.3744666667,14.9774333333,23.0952
799.78,18.4712,62.8432666667,58.5912,45.6410666667,15.8845333333,20.6556666667,22.2786333333,19.4742666667,20.6686666667,16.9684,17.0853333333,14.9237333333,23.2262
800.08,18.4757,62.6537333333,58.3430666667,45.4952,16.5502,20.8283333333,22.5015333333,19.7798,20.7055333333,17.6246666667,17.3073333333,15.0809666667,23.6180666667
800.39,18.3529666667,63.1109333333,58.2876,45.3789333333,16.9347333333,20.9738666667,22.7190666667,20.2026666667,20.7582666667,18.0980666667,17.549,15.4052333333,23.9411333333
800.70,19.4753666667,63.6786666667,57.7288,45.9694,18.4773333333,22.4312,23.8322666667,21.2156666667,22.2840666667,19.6034,18.8292,16.9865,25.3678666667
801.00,19.5985666667,63.5501333333,57.6865333333,45.9081333333,18.9675333334,22.7342,24.1205333333,21.3639333333,22.594,20.3378666667,19.1650666667,17.1732333333,25.4686
801.31,19.7366,63.8471333333,57.72,45.9151333333,19.0688,22.582,23.8536333333,21.2074666667,22.5431333333,21.0403333333,19.4927333333,17.6525666667,25.8766666667
801.62,18.2891666667,62.8656,56.7876,45.0966,17.5533333333,21.0532666667,22.2211333333,19.5748666667,21.001,19.8954,18.0830666667,16.1203666667,24.3442
801.92,17.8724333333,63.4135333333,57.2544,45.5377333333,17.1006666667,20.5610666667,21.8603666667,19.0314,20.708,20.2136,17.7220666667,15.6713,24.3686666667
802.23,17.2346666666,63.5033333333,57.3332,45.5579333333,16.7212,20.0749333333,21.4215333333,18.5579333333,20.4286,19.8299333333,16.9524,15.0850333333,24.0953333333
802.54,17.4181333334,64.1504,58.0282666667,45.9359333333,16.8011333333,20.3034,21.9234666667,18.9106666667,20.5242,20.0138,17.1940666667,15.4360666667,24.5708
802.84,17.9559333333,64.6122666667,57.9938666667,45.667,17.594,21.4341333333,22.7198666667,19.3242666667,20.9444666667,20.6481333333,17.7731333333,15.7945,25.143
803.15,18.4900666667,65.0673333333,57.7387333333,45.8945333333,18.1936666667,22.1096666667,22.7784333333,19.7862,21.7235333333,21.1101333333,18.5797333333,16.5632333333,26.115
803.46,18.1968,64.4492,56.9464666667,45.5268,17.3610666667,21.3196,22.3592,19.468,21.6994666667,20.7048,18.3627333333,16.4593666667,26.114
803.76,18.2692,64.3983333333,56.4134666667,45.5080666667,16.8644,20.8393333333,21.9077,19.0010666667,21.5539333333,20.4231333333,18.1477333333,16.3268333333,25.7716
804.07,18.3139333333,64.4395333333,57.3444,45.6902,16.4453333333,20.5761333333,21.7529,18.8057333333,21.1520666667,20.5690666667,18.2296666667,16.0413666667,25.641
804.38,18.4713,65.1310666667,57.792,46.1074666666,16.7232666667,20.9484666667,22.0311333333,18.627,21.0544666667,20.4246,18.4359333334,16.2986666667,25.8883333333
804.68,18.5933666667,65.6981333333,58.0984,46.6238666667,17.4216666667,21.2394,22.7743333333,19.1238666667,21.4032,20.4059333333,18.7321333333,16.4708666667,26.0470666667
804.99,19.6105333333,66.431,58.6925333333,47.4311333333,18.4351333334,22.1864666667,24.1016,20.3644,22.4507333333,21.2148,19.5426666667,17.6921,26.8952666667
805.30,19.8214666667,66.8523333333,58.7138666667,47.4313333333,18.5136666667,22.4436666667,24.4944333333,21.0718,22.2724,21.5218666667,19.8498666667,18.4565333333,26.9882
805.60,19.4137,65.7142666667,57.5264666667,46.6026666667,17.7540666667,21.8549333334,23.5856333333,20.3409333333,21.599,20.8244,19.3815333333,18.3191666667,26.155
805.91,19.5945333333,65.4785333333,57.9296,46.4534,17.9011333333,21.8427333333,23.9132333333,20.2702,22.0136,21.0315333333,19.2814666667,18.5520333333,26.1756
806.21,19.7425666667,65.651,58.87,46.8956666667,18.1614666667,21.4594666667,23.8841,20.4506,22.3749333333,21.4663333333,19.6138,19.2059,26.538
806.52,19.7647,65.2406666667,59.725,46.8403333334,18.364,21.303,24.1764666667,20.7382666667,22.0122666667,21.3028,19.8842,19.4244666667,26.4856
806.83,20.4117333333,64.9908,60.1792,46.7742,19.2195333333,22.2986666667,24.6509,21.1172,22.0767333333,21.9190666667,20.1217333333,19.9570333333,27.0318666667
807.13,20.9143333333,65.0251333333,60.9576666667,47.2282,19.8777333333,23.0308,25.4968666667,21.6198666666,22.5772666667,22.6422666667,20.7488,20.8854,27.9122666667
807.44,20.0148,64.6431333333,59.8528,46.7401333333,19.0802,21.9206,24.7720666667,20.8536,21.8028666667,21.7954,19.2126,20.2169666667,27.1009333333
807.74,18.7794666667,63.6954666667,59.3356666667,45.6514666667,17.8574,20.9480666667,23.7177333333,19.8804666667,20.8884,20.687,17.9172666667,18.9175,26.3978666667
808.05,18.555,63.5933333333,59.1898,45.6346,17.2783333333,20.5276,23.1383333333,19.3503333333,20.6956,20.1911333333,17.3548,18.5551666667,26.2690666667
808.35,18.5233333333,64.1006666667,59.9304,46.0464666667,17.4494666667,20.9225333334,22.6821333333,19.2558,20.7364,20.2790666667,17.5349333333,18.5503666667,26.7054666667
808.66,18.8692333333,64.7116666667,60.4632,46.2741333333,17.9819333333,21.5074,23.0936666667,19.521,21.3351333333,20.4318,17.9504,18.5983666667,27.1379333333
808.97,19.9999666666,65.3301333333,61.5619333333,47.0786,19.4639333333,23.0225333333,24.6542333333,20.7304666667,22.634,21.9036,19.1064666667,19.9689,28.3216
809.27,19.2148,65.9616666667,61.4904666667,47.2116,19.0544666667,22.3477333333,24.2187,20.1122,21.7308666667,21.5864666667,18.7098,19.2509,28.0528
809.58,19.5591333333,66.4238666667,61.3268666667,47.3867333333,19.2314,22.7023333333,24.3932666667,20.2427333333,21.9416666667,21.4402666667,18.6730666667,19.7653,28.309
809.88,19.6624666667,66.7654,61.5884666667,47.893,19.2098666667,22.8067333333,24.2056666667,19.9999333333,22.3621333333,21.4980666667,18.3703333333,19.9384,28.3868666667
810.19,19.2777,68.0854,62.641,48.3161333333,18.8632,22.0854,24.1454,19.9318,21.9743333333,20.9829333333,18.1880666667,19.7306666666,28.2308
810.49,19.6879666667,68.7994666667,63.2250666667,48.9466666667,19.3498666667,22.3580666667,24.7723666667,20.2861333334,22.2886,21.1444666667,18.5435333333,19.6011666667,28.5653333333
810.80,19.6553666667,68.5427333333,64.2669333333,48.8308666667,19.3542666667,22.6876,24.6380333333,20.3316,22.2163333333,20.9249333333,18.9528666667,19.3193333333,28.5690666667
811.10,20.1842333333,70.3505333333,65.9837333333,50.0718,20.036,23.2524666667,25.4582666667,20.7368,22.8301333333,21.6082,19.4699333334,19.5955666667,28.9216666667
811.41,21.4323666667,71.3789333333,67.0594666667,50.7452666667,21.4368666667,24.5336666667,26.9612,22.2312,24.1231333333,22.6505333333,20.8567333333,21.1023,29.7992
811.71,21.8918333333,71.5484666667,66.7292,50.3345333333,21.5618666666,24.7924666667,27.2246666667,22.7755333333,24.6496,22.9362666667,21.1691333333,21.7359,30.3078
812.02,21.7676,70.3452666667,66.1551333333,50.0585333333,21.1753333333,24.3069333333,26.6219,22.6469333333,24.7017333333,22.2162666667,21.0678,21.5837,29.8518666667
812.32,21.3011,70.5194666667,66.2896666667,49.8298666667,20.5885333333,23.5955333333,25.5080666667,22.4459333333,23.5862,21.4896666667,21.0668,21.3380666667,29.5999333333
812.63,22.0182333334,70.6032666667,65.8139333333,49.5418,21.3242,24.9978,25.2563,23.5646666667,24.0272666667,22.5850666667,21.9501333333,22.1949666667,30.186
812.93,22.2975333333,71.0771333333,66.2707333333,49.816,21.3442666667,25.617,25.4235333333,23.6096,24.0792666667,23.1122,22.4769333333,21.9980666667,30.4236
813.24,22.2469333333,71.2718666667,66.5924,49.6843333333,20.8356666667,25.4782,26.2765333333,23.8718,23.9276,23.361,22.6740666667,21.7456,29.9628
813.54,22.1293,71.8224666667,66.6572,49.6602,20.7082,25.2030666667,26.5913,23.2011333333,23.7769333333,23.5693333333,22.5117333333,21.3596666667,29.6506
813.85,21.9067333333,72.5744666667,66.8299333333,49.3853333333,20.3074,25.2448,25.9223,22.8625333333,23.583,23.4295333334,22.0844666667,21.3736,29.1738
814.15,22.5034666667,73.2470666667,66.8776666667,49.4389333333,20.9977333333,26.0815333333,26.2878,23.2806,24.4604666667,24.1728666667,23.1175333333,22.0958666667,29.6498
814.46,22.1662666667,71.5964666667,64.9299333333,48.3006,20.3734666667,25.2754666667,25.705,22.8851333333,23.9682,23.9402666667,22.661,21.6386666667,28.7208
814.76,20.3662,70.4042666667,64.3079333333,47.2564666667,18.4307333333,23.7182666667,23.8088666667,21.0174666667,21.7404666667,22.4156,21.0556666667,19.4769333333,26.4480666667
815.07,20.2110333333,69.9766666667,64.285,47.2386666667,18.706,23.5256666667,23.6709333333,20.9096,21.3314,22.9160666666,21.0877333333,19.8313333333,25.7758
815.37,20.2863,70.5258666667,65.0517333333,47.6525333333,18.6384,23.6808666667,24.2723,20.5822,21.0891333333,23.2392666667,21.2675333333,20.1736333333,26.2065333334
815.68,21.0725,71.1789333333,65.2611333333,47.8686666667,19.2233333333,24.1238666667,25.4738666667,21.2021333334,22.7462,24.4105333333,21.9047333333,20.5269,27.2214
