wavelength,Back_IncOrtf,Belly_IncOrtf,Breast_IncOrtf,Crissum_IncOrtf,Crown_IncOrtf,DorTail_IncOrtf,Patch10_IncOrtf,Patch11_IncOrtf,Rump_IncOrtf,Throat_IncOrtf,WingTip_IncOrtf
754.42,14.0886666667,50.8624444444,29.8103333333,27.3177777778,12.8266666666,10.832,4.67411111111,38.7811111111,14.799,28.5927777778,17.7702222222
754.73,14.2448888889,50.9918888889,29.8971111111,27.5434444445,13.0633333333,10.9997777778,4.882,38.8841111111,14.9452222222,28.8398888889,17.9547777778
755.05,14.4914444444,51.234,30.1034444444,27.6513333333,13.3262222222,11.2711111111,5.21455555556,38.9672222222,15.199,29.1814444444,18.1954444444
755.36,14.5978888889,51.6607777778,30.3451111111,27.7712222222,13.4387777778,11.3246666667,5.38377777778,39.2481111111,15.2647777778,29.4612222222,18.4214444445
755.67,14.66,51.5226666667,30.4798888889,27.8802222222,13.5775555556,11.5173333333,5.48577777778,39.3812222222,15.4397777778,29.5797777778,18.6473333333
755.99,14.9565555556,51.8898888889,30.6445555556,28.106,13.6952222222,11.6992222222,5.652,39.4591111111,15.7307777778,29.916,18.7787777778
756.30,14.8597777778,51.9415555556,30.5506666667,28.0111111111,13.5422222222,11.5218888889,5.40122222222,39.1814444444,15.5757777778,29.8377777778,18.7626666666
756.62,15.0676666667,51.9571111111,30.6082222222,28.116,13.692,11.8335555556,5.69022222222,39.3387777778,15.8458888889,30.0401111111,19.0273333333
756.93,15.0253333333,51.6314444444,30.5645555556,28.0413333333,13.7488888889,11.7917777778,5.63255555556,39.1556666667,15.7814444444,30.041,19.2046666667
757.24,15.3957777778,51.8866666667,30.8012222222,28.3968888889,13.9117777778,11.979,5.71922222222,39.3147777778,15.9983333333,30.1853333333,19.2774444444
757.56,15.5044444444,52.0493333333,30.9565555556,28.5996666667,14.0772222222,12.2176666667,5.77488888889,39.4683333333,16.2935555556,30.2886666667,19.4133333333
757.87,15.3454444444,52.0235555556,30.8583333333,28.518,13.9374444445,12.0596666666,5.57366666667,39.544,16.0281111111,30.3003333334,19.2353333333
758.18,15.2098888889,51.9771111111,30.8475555556,28.2238888889,13.5442222222,11.6906666667,5.19511111111,39.2888888889,15.7036666667,30.1992222222,18.9465555555
758.50,15.1563333334,52.2724444444,31.0111111111,28.2913333333,13.526,11.6013333333,4.95255555556,39.5184444444,15.5767777778,30.3683333333,19.1314444444
758.81,15.1386666667,51.9201111111,30.6855555556,27.9885555556,13.3997777778,11.3776666667,4.83444444445,39.3367777778,15.5206666667,30.0962222222,18.8698888889
759.13,15.3874444444,52.0774444444,30.7057777778,27.8845555556,13.43,11.4626666667,4.92988888889,39.2486666667,15.5843333333,30.1113333333,18.8457777778
759.44,15.5562222222,52.1141111111,30.7702222222,27.9964444445,13.4441111111,11.4302222222,4.88611111111,39.4696666667,15.4146666667,30.1416666667,18.8761111111
759.75,15.6062222222,52.2343333333,30.739,28.0226666667,13.403,11.5057777778,4.76144444445,39.7192222222,15.3628888889,30.0976666666,18.8188888889
760.07,15.3731111111,52.421,30.7426666667,27.9573333333,13.3062222222,11.299,4.417,39.777,15.0796666667,29.9151111111,18.6493333333
760.38,15.3995555556,52.6803333333,30.9694444444,28.045,13.4062222222,11.416,4.472,39.9558888889,15.2387777778,30.0086666666,18.6386666667
760.69,15.7598888889,52.7585555556,31.2796666667,28.3673333333,13.9817777778,11.9474444444,5.03988888889,40.2731111111,15.6766666666,30.4274444444,19.0664444445
761.01,15.8053333334,52.3673333333,31.2108888889,28.357,14.0732222222,11.9538888889,5.10322222222,40.1004444445,15.6285555555,30.3308888889,18.9965555555
761.32,16.1012222222,52.612,31.464,28.6523333333,14.3276666667,12.3082222222,5.25988888889,40.4026666667,15.8908888889,30.6118888889,19.3055555555
761.63,16.3275555555,52.8078888889,31.6491111111,29.025,14.7496666667,12.7292222222,5.59577777778,40.7166666667,16.181,30.8902222222,19.6872222222
761.94,16.5115555555,52.6617777778,31.5763333333,29.2177777778,14.8312222222,12.8354444444,5.74644444444,40.6968888889,16.3714444445,30.8346666667,19.7513333333
762.26,16.8833333333,52.8795555555,31.9492222222,29.767,15.2683333334,13.4141111111,6.17677777778,41.0068888889,16.8255555556,31.2558888889,20.2473333333
762.57,16.9036666667,53.0574444444,32.1107777778,30.0692222222,15.4302222222,13.4798888889,6.26944444444,41.2311111111,16.9645555555,31.345,20.4394444445
762.88,16.9367777778,53.0602222222,32.1962222222,30.074,15.5221111111,13.6088888889,6.35866666667,41.1264444445,17.0546666667,31.3488888889,20.5838888889
763.20,17.1608888889,53.1391111111,32.4243333333,30.282,15.6772222222,13.8426666667,6.67,41.261,17.2666666667,31.4577777778,20.8036666667
763.51,17.2515555555,53.2326666667,32.529,30.3817777778,15.8042222222,13.9155555556,6.77166666667,41.3101111111,17.3844444444,31.535,20.8674444444
763.82,17.2956666667,53.3085555556,32.4631111111,30.5205555555,15.7856666667,13.831,6.80511111111,41.3605555556,17.343,31.5928888889,20.9287777778
764.14,17.0803333333,53.3184444444,32.3471111111,30.3994444445,15.53,13.5362222222,6.53055555555,41.3152222222,17.1426666666,31.3901111111,20.7323333333
764.45,17.153,53.563,32.4322222222,30.4843333334,15.6382222222,13.6904444444,6.58655555555,41.6153333333,17.2,31.6255555556,20.9401111111
764.76,17.1142222222,53.4796666667,32.3667777778,30.3598888889,15.5383333333,13.6357777778,6.60244444444,41.5321111111,17.2007777778,31.4718888889,20.9726666667
765.07,16.9733333333,53.43,32.1678888889,30.1436666667,15.2608888889,13.402,6.32088888889,41.2866666667,17.12,31.2476666667,20.8006666667
765.39,16.6818888889,53.4502222222,32.0146666667,29.9515555555,15.1031111111,13.292,6.13077777778,41.13,16.92,31.1328888889,20.5761111111
765.70,16.4307777778,53.5426666667,31.8786666667,29.783,15.0356666667,13.0851111111,5.90144444444,41.0217777778,16.7245555556,31.0355555555,20.4381111111
766.01,16.5507777778,53.5711111111,31.9412222222,29.8626666667,15.1303333333,13.1741111111,6.004,41.0207777778,16.6698888889,31.151,20.4102222222
766.32,16.2678888889,53.3911111111,31.7478888889,29.7092222222,14.9372222222,13.0011111111,5.95444444445,41.1048888889,16.4167777778,30.8144444444,20.1503333333
766.64,16.0615555556,53.3508888889,31.5054444444,29.5968888889,14.7565555556,12.7226666667,5.662,40.9001111111,16.2254444445,30.7273333333,19.8744444445
766.95,16.097,53.0843333333,31.4444444444,29.5228888889,14.7432222222,12.5958888889,5.69911111111,40.7905555556,16.2752222222,30.7493333334,20.0823333333
767.26,16.2146666667,53.1003333334,31.5553333333,29.554,14.7316666667,12.6697777778,5.52344444444,40.8202222222,16.2864444445,30.6775555556,20.1036666667
767.57,16.2193333333,52.7972222222,31.3958888889,29.4392222222,14.6278888889,12.6751111111,5.58666666667,40.5502222222,16.0713333333,30.6178888889,20.1174444444
767.88,16.0283333333,52.5007777778,31.1996666667,29.0741111111,14.3335555556,12.4071111111,5.61133333333,40.0853333333,15.7652222222,30.1905555556,19.8932222222
768.20,16.0737777778,52.545,31.1883333333,29.0842222222,14.4415555556,12.362,5.615,40.031,15.6761111111,30.085,19.8968888889
768.51,16.0935555556,52.1418888889,31.2123333333,29.1163333333,14.6377777778,12.3995555556,5.88622222222,40.169,15.6921111111,30.0243333333,19.963
768.82,16.1753333333,51.8861111111,31.2818888889,29.0975555556,14.6044444444,12.2398888889,5.98688888889,40.1785555555,15.6902222222,29.8397777778,19.9175555556
769.13,16.2974444444,51.758,31.4522222222,29.092,14.5304444444,12.1966666667,6.02588888889,40.2647777778,15.7831111111,29.6192222222,19.9235555556
769.44,15.8937777778,51.3258888889,30.969,28.4701111111,13.9024444445,11.5606666667,5.64566666667,39.7652222222,15.4485555555,28.897,19.6421111111
769.76,15.5937777778,50.872,30.5943333333,28.1704444445,13.6216666667,11.1522222222,5.40488888889,39.2176666666,15.4661111111,28.7547777778,19.3005555556
770.07,15.637,50.9924444445,30.8895555555,28.2045555556,13.7312222222,11.3196666667,5.65755555556,39.4128888889,15.6651111111,28.8768888889,19.6576666667
770.38,15.1158888889,50.5297777778,30.4965555556,27.7921111111,13.1582222222,10.9361111111,5.08755555556,38.9741111111,15.0544444444,28.4065555555,18.9741111111
770.69,14.5325555556,49.912,30.0405555555,27.2424444444,12.6528888889,10.5304444444,4.97277777778,38.3583333333,14.4228888889,27.7515555556,18.3582222222
771.00,14.7505555556,50.2316666667,30.3793333333,27.5171111111,12.8343333333,10.7056666667,5.14033333333,38.6136666667,14.7167777778,27.9371111111,18.6358888889
771.32,14.35,49.7675555556,29.8694444444,27.4572222222,12.3047777778,10.2206666667,4.68233333333,38.2797777778,14.3842222222,27.6136666667,18.2738888889
771.63,14.0766666667,49.3968888889,29.6807777778,27.2735555555,11.9861111111,9.9101111111,4.61144444444,37.9646666666,14.2498888889,27.5405555556,17.922
771.94,13.5886666667,49.832,29.4821111111,27.101,11.6046666667,9.5951111111,4.11566666667,37.7388888889,13.7821111111,27.5895555556,17.5518888889
772.25,13.5308888889,49.9588888889,29.5541111111,27.0003333333,11.6208888889,9.7621111111,4.12933333333,37.6892222222,13.6803333333,27.752,17.5574444444
772.56,13.2161111111,49.5256666667,29.3255555556,26.8108888889,11.3962222222,9.55566666665,4.09088888889,37.2425555556,13.4391111111,27.7233333333,17.3173333333
772.87,13.1551111111,49.5231111111,29.3345555556,27.1542222222,11.63,10.0105555556,4.177,37.5156666667,13.5063333333,28.1027777778,17.4475555555
773.18,13.345,49.4598888889,29.44,27.2798888889,11.7327777778,10.3944444444,4.23566666667,37.3056666667,13.4186666666,28.202,17.6966666667
773.50,12.766,48.6005555556,28.6663333333,26.8465555556,11.0738888889,9.88733333332,3.55466666667,36.5261111111,12.8138888889,27.7991111111,16.8368888889
773.81,13.1745555556,48.9016666667,28.5507777778,27.1166666667,11.4575555556,10.4818888889,4.10544444444,36.5802222222,13.0944444444,28.1244444444,17.1358888889
774.12,13.234,49.2356666667,28.645,27.4511111111,11.797,10.9867777778,4.28877777778,36.9523333333,13.3528888889,28.6123333333,17.4471111111
774.43,12.4911111111,48.6608888889,28.097,26.9568888889,11.3784444444,10.7728888889,3.77455555555,36.1696666667,12.8947777778,28.0042222222,16.7294444444
774.74,12.6866666667,49.2592222222,28.4742222222,27.1641111111,11.664,10.9893333333,3.88055555556,36.3737777778,13.0734444444,28.3084444445,16.9264444444
775.05,12.6584444444,49.3547777778,28.4564444444,27.1493333333,11.7087777778,11.0104444444,3.659,36.2827777778,12.8093333333,28.1993333333,16.9207777778
775.36,13.238,49.0637777778,28.6861111111,27.3734444444,12.0527777778,11.3991111111,4.20955555556,36.3798888889,13.1992222222,28.3537777778,17.2537777778
775.67,13.3042222222,49.1991111111,28.8016666667,27.6353333333,11.9648888889,11.5072222222,4.28044444444,36.6203333333,13.2707777778,28.3943333334,17.3948888889
775.98,13.3604444445,49.8674444444,28.8573333334,27.8482222222,12.0582222222,11.517,4.087,37.1047777778,13.2195555556,28.5415555555,17.3798888889
776.30,13.7386666667,50.1532222222,29.1792222222,28.1354444445,12.2347777778,11.6615555555,4.24466666667,37.107,13.3524444445,28.7935555556,17.6936666667
776.61,14.1481111111,50.4384444445,29.3392222222,28.3022222222,12.2401111111,11.7071111111,4.378,37.505,13.5982222222,28.8578888889,17.7638888889
776.92,14.3941111111,50.9697777778,29.9056666667,28.5218888889,12.6918888889,12.0086666667,4.88077777778,38.0986666667,14.0408888889,29.1354444444,18.1228888889
777.23,14.2065555556,50.9035555556,30.2902222222,28.4072222222,12.58,11.8631111111,4.80377777778,38.166,14.1833333334,29.0546666666,18.4446666667
777.54,14.3545555556,50.7804444445,30.4323333334,28.3145555556,12.7297777778,11.935,4.955,38.1315555556,14.4182222222,29.0804444444,18.5668888889
777.85,15.0561111111,51.1413333333,30.7206666666,28.5713333333,13.0518888889,12.0031111111,5.46866666667,38.634,14.952,29.4808888889,19.1983333333
778.16,15.3623333333,50.9226666667,30.7941111111,28.4342222222,13.2107777778,12.2331111111,5.61044444444,38.6314444444,15.3047777778,29.5158888889,19.2317777778
778.47,15.0714444444,50.4812222222,30.5453333334,28.2414444444,12.7442222222,11.9565555556,5.16177777778,38.466,15.0831111111,28.9938888889,18.9502222222
778.78,14.7562222222,50.2905555556,30.1461111111,28.1623333333,12.3085555556,11.5514444444,4.86011111111,38.2342222222,14.5917777778,28.3207777778,18.6243333333
779.09,14.5332222222,49.8622222222,29.7293333333,27.6516666667,12.2851111111,11.1641111111,4.66633333333,37.7413333333,14.3335555556,27.851,18.3246666666
779.40,15.0478888889,49.5738888889,29.7902222222,27.9746666667,12.7505555556,11.634,5.22344444445,37.7518888889,14.5251111111,28.0685555556,18.5497777778
779.71,15.1633333334,49.5656666667,29.7774444444,28.0995555556,13.0132222222,11.7135555556,5.29866666666,37.8993333333,14.7144444445,28.0935555556,18.4653333333
780.02,15.0183333333,49.656,29.887,28.2174444444,13.1873333333,11.5777777778,5.415,38.0902222222,14.5935555556,28.1037777778,18.6262222222
780.33,15.0004444444,49.5864444444,29.7674444445,28.377,13.1427777778,11.4886666667,5.39966666667,37.8042222222,14.4671111111,28.0533333333,18.8121111111
780.64,14.7275555556,49.7047777778,29.3456666667,28.3651111111,12.9375555555,11.3303333333,5.163,37.8143333333,14.076,28.067,18.3866666666
780.95,14.0571111111,49.3711111111,28.8864444444,28.1577777778,12.1015555555,10.426,4.48433333333,37.3066666667,13.4217777778,27.6968888889,17.7005555556
781.26,13.5465555556,48.9682222222,28.4056666667,27.7622222222,11.9124444444,10.1521111111,3.92477777778,36.873,12.8463333333,27.459,17.0988888889
781.57,13.2644444444,48.9868888889,28.4466666666,27.8478888889,12.1368888889,10.13,3.87355555556,36.7545555555,12.653,27.5676666667,17.0044444444
781.88,13.6222222222,49.2292222222,28.5806666666,28.0988888889,12.2672222222,10.3531111111,4.27755555556,36.7372222222,12.8773333333,28.2593333333,16.9493333333
782.19,13.22,49.4925555555,28.5224444445,28.0676666667,12.2578888889,10.2015555556,4.14533333333,36.8918888889,12.897,28.7728888889,16.7786666667
782.50,12.6531111111,49.6231111111,28.4106666667,27.9595555555,11.9797777778,10.0135555556,3.64955555556,36.9024444445,12.4512222222,28.8687777778,16.6464444444
782.81,11.208,49.2586666667,27.6462222222,26.8772222222,10.5222222222,8.673,1.97422222222,36.1111111111,11.2218888889,27.7363333333,15.4891111111
783.12,10.9504444445,49.0104444444,27.3968888889,26.5505555555,10.188,8.44688888889,1.83211111111,35.634,10.7684444445,27.4036666667,15.2576666667
783.43,10.9338888889,49.3764444445,27.4305555556,26.6297777778,10.4024444444,8.46777777778,1.56611111111,35.7992222222,10.6857777778,27.7565555556,15.2564444445
783.74,10.4823333333,48.9388888889,26.9025555556,26.0521111111,10.1036666667,7.80988888889,0.900333333333,35.3127777778,10.2252222222,27.36,14.7053333333
784.05,10.932,49.1225555556,27.2728888889,26.499,10.3945555556,8.10233333333,1.33255555555,35.6258888889,10.8031111111,27.4805555556,15.2663333333
784.36,11.99,50.0322222222,27.9671111111,26.9024444445,11.6042222222,9.15322222221,2.09366666667,36.4628888889,11.5755555556,27.9884444444,16.2414444444
784.67,12.283,50.7523333333,28.588,27.1988888889,11.8923333333,9.45466666666,2.45233333333,37.066,11.7837777778,28.1974444445,16.551
784.98,12.3236666667,50.6464444444,28.5255555556,27.3565555556,11.3726666667,9.07777777778,2.66522222222,37.1097777778,11.634,27.865,16.5357777778
785.29,11.3375555555,50.2885555556,27.8764444444,26.7658888889,10.5996666667,8.32788888889,2.05277777778,36.6061111111,10.7236666667,27.2993333334,15.9545555555
785.60,11.6845555555,50.0643333333,28.1361111111,26.638,10.7814444444,8.50900000001,2.265,36.2724444444,10.9892222222,27.1541111111,16.1505555556
785.91,12.2783333333,49.775,28.2135555555,26.8284444444,10.7032222222,8.8608888889,2.70744444444,36.0548888889,11.3853333333,26.8635555556,16.069
786.22,12.3228888889,49.1956666667,28.0824444445,26.5422222222,10.7962222222,9.2491111111,3.23811111111,35.6676666667,11.6176666667,26.7817777778,16.3758888889
786.53,12.4891111111,48.9331111111,28.6374444444,26.4365555555,10.8166666667,9.45188888888,3.42511111111,35.6546666667,12.0142222222,27.0452222222,16.5964444444
786.84,12.037,48.0243333333,28.3124444444,25.9128888889,10.2178888889,9.09622222222,3.143,34.9113333333,11.861,26.7931111111,16.0667777778
787.14,12.6503333334,48.4958888889,28.7472222222,26.203,10.6537777778,9.66166666667,3.52344444444,35.433,12.1802222222,27.2656666667,16.3348888889
787.45,12.8331111111,48.2241111111,28.8128888889,26.1791111111,10.9908888889,9.90822222221,3.49477777778,35.4795555555,12.0101111111,27.1794444445,16.3088888889
787.76,12.3605555556,48.1992222222,28.565,26.0788888889,10.2314444445,9.25611111111,2.73477777778,35.303,11.4617777778,27.0543333333,15.8984444444
788.07,12.1464444445,47.7398888889,28.1503333333,26.2562222222,9.92433333333,8.96466666667,2.41166666667,35.0693333334,11.2184444444,26.9003333333,15.9532222222
788.38,12.2814444444,47.7537777778,27.9476666667,26.4187777778,10.2052222222,9.22988888889,2.25877777778,34.944,11.2372222222,26.8528888889,15.874
788.69,13.0543333333,48.0505555556,28.6932222222,27.0865555556,11.1298888889,9.89044444444,2.93966666667,35.3761111111,12.12,27.1238888889,16.7664444445
789.00,13.5067777778,48.6432222222,28.9974444444,27.4627777778,11.6038888889,10.4873333333,3.31266666667,35.7226666667,12.4712222222,27.4314444445,17.2064444445
789.31,13.6883333334,49.2451111111,29.2335555555,27.8756666667,12.1154444445,10.6435555556,3.449,35.879,12.4756666667,27.9261111111,17.4972222222
789.62,14.2083333333,49.7828888889,29.585,28.5694444444,12.682,11.0983333333,4.03577777778,36.4113333333,13.1224444445,28.5183333333,17.8031111111
789.92,13.8594444444,49.8045555555,29.0023333333,28.4681111111,12.3878888889,10.7398888889,3.86233333333,36.186,12.7523333333,28.3963333333,17.533
790.23,14.0946666667,50.0757777778,29.0324444444,28.7427777778,12.7972222222,11.177,4.14277777778,36.1587777778,13.0408888889,28.3408888889,17.9738888889
790.54,14.4178888889,50.2992222222,29.3278888889,29.0685555556,13.0205555556,11.5236666667,4.52444444444,36.1344444445,13.6328888889,28.4431111111,18.4098888889
790.85,14.7263333333,51.2198888889,29.8471111111,29.3508888889,13.4217777778,11.8584444445,5.022,36.5206666667,14.0674444444,29.0926666667,19.1367777778
791.16,15.015,50.9281111111,29.955,29.4703333333,13.9981111111,12.3258888889,5.86955555556,36.6774444444,14.5373333333,29.3271111111,19.3146666666
791.47,15.2167777778,51.0795555555,30.3171111111,29.5495555555,14.3601111111,12.715,6.49811111111,36.8358888889,15.1003333333,29.639,19.6655555555
791.78,15.5723333333,51.6572222222,31.1443333334,29.845,14.7035555556,13.1887777778,7.01844444445,37.4538888889,15.7667777778,30.4217777778,20.4644444444
792.08,15.5737777778,51.4911111111,31.0076666667,29.6387777778,14.7566666667,13.2478888889,7.10244444444,37.4606666667,15.9857777778,30.4837777778,20.4134444445
792.39,15.6161111111,50.9235555555,30.9153333333,29.5193333333,14.6433333333,12.9724444444,6.97277777778,37.493,15.8277777778,30.4922222222,20.1425555556
792.70,15.2337777778,50.4774444444,30.8841111111,29.225,14.2784444445,12.7057777778,6.622,37.4774444444,15.6646666667,30.4174444445,20.0461111111
793.01,15.0968888889,50.3615555556,30.91,29.1447777778,14.1708888889,12.4204444444,6.32977777778,37.5651111111,15.4732222222,30.4253333333,19.9146666667
793.32,14.9773333333,50.0946666667,30.7047777778,29.1833333333,13.9581111111,12.2177777778,5.88333333333,37.673,15.3415555555,30.0495555556,19.5354444444
793.62,14.7336666667,49.8893333333,30.5003333333,29.2753333333,13.5236666667,11.967,5.37855555556,37.7895555556,14.8664444444,29.6367777778,19.0203333333
793.93,13.8402222222,49.8422222222,30.0706666667,29.424,12.6522222222,11.1938888889,4.66088888889,37.8136666667,13.9227777778,29.334,18.1625555555
794.24,13.1148888889,48.9716666666,29.4313333333,29.0923333333,11.8116666667,10.147,3.79688888889,37.3106666667,13.3557777778,28.9265555555,17.0171111111
794.55,13.3496666667,48.9586666666,29.4363333333,29.2948888889,11.9068888889,10.3301111111,3.85988888889,37.2676666667,13.6101111111,29.0571111111,17.2764444444
794.86,13.1292222222,48.8233333333,29.3267777778,29.215,11.6101111111,10.0535555556,3.47788888889,37.0124444444,13.2186666667,28.6788888889,16.6293333333
795.16,12.598,48.2688888889,28.732,28.6357777778,11.2442222222,9.47611111111,2.81844444444,36.7288888889,12.6645555555,27.8963333333,16.1121111111
795.47,12.6004444444,48.4584444444,28.4555555555,28.4033333333,10.8728888889,9.21955555555,2.50222222222,36.99,12.2802222222,27.7034444444,15.937
795.78,11.9484444445,48.2578888889,28.0693333333,27.9048888889,10.0942222222,8.80077777778,2.06366666667,36.6307777778,12.0007777778,26.8954444444,15.6647777778
796.09,12.2354444445,48.343,28.0292222222,27.8813333333,10.083,9.00277777778,2.26366666666,36.7138888889,12.191,26.8086666667,15.6235555556
796.40,12.0857777778,48.5305555555,28.0702222222,28.1225555555,9.85899999999,8.892,1.91933333333,36.812,12.1384444445,26.4657777778,15.6994444444
796.70,11.997,48.2132222222,27.7477777778,27.8902222222,9.77488888888,8.93388888889,1.65911111111,36.5541111111,11.8467777778,26.1937777778,15.8184444445
797.01,12.1691111111,48.158,27.8714444444,27.9766666667,9.94077777779,8.85277777778,1.98055555555,36.7245555555,12.2442222222,26.4461111111,16.1376666666
797.32,12.6334444444,47.9964444445,27.9904444444,27.8935555556,10.2976666667,9.31266666667,2.26844444444,36.6836666667,12.3721111111,26.4681111111,16.4015555556
797.63,12.8106666667,48.3152222222,27.9574444444,27.7626666667,10.2875555555,9.68866666666,2.72544444444,36.6503333333,12.5785555556,26.4523333333,16.4422222222
797.93,12.4496666667,48.4066666667,27.7283333334,27.5002222222,9.97799999999,9.36966666666,2.677,36.3981111111,12.3888888889,26.1008888889,16.3283333333
798.24,12.736,49.0636666667,28.0641111111,27.778,9.95822222222,9.41655555555,2.68488888889,36.5365555556,12.5891111111,26.354,16.7131111111
798.55,12.4405555556,48.7812222222,27.7618888889,27.6353333333,9.58366666667,9.01377777778,2.61933333333,36.2141111111,12.0291111111,26.1475555556,16.4214444444
798.85,12.5754444444,48.9822222222,28.0714444444,28.0714444445,9.78344444444,9.19611111112,2.71933333333,36.2943333333,12.0122222222,26.3978888889,16.7028888889
799.16,13.3063333333,49.3054444444,28.7515555556,28.983,10.9193333333,10.1213333333,3.6,36.9972222222,12.7315555555,27.6342222222,17.7361111111
799.47,13.0496666666,48.7303333334,28.3666666667,28.639,10.8466666667,9.81333333334,3.42866666667,36.77,12.8415555556,27.5575555556,17.6558888889
799.78,13.0405555556,48.455,28.2742222222,28.2018888889,10.783,9.54211111111,3.45022222222,36.4953333333,12.7523333333,27.5216666667,17.595
800.08,12.4533333334,48.6741111111,28.2656666667,27.851,10.7532222222,8.89866666666,3.18044444445,36.4567777778,12.3717777778,27.4524444445,17.1628888889
800.39,12.4793333333,48.6646666666,28.2064444445,27.9508888889,11.0038888889,8.91033333332,3.22277777778,36.449,12.3476666667,27.786,16.9964444444
800.70,12.165,48.4191111111,27.616,27.4831111111,10.9201111111,8.6298888889,3.18633333333,36.1712222222,12.7041111111,27.6243333333,16.7867777778
801.00,11.8574444445,47.8574444444,27.3457777778,27.304,10.4905555556,8.00844444443,2.524,35.5807777778,12.4192222222,26.9685555556,16.8302222222
801.31,11.4864444444,47.8127777778,27.3472222222,27.1681111111,10.5056666667,7.63177777778,1.90155555556,35.4054444445,12.0661111111,26.8867777778,16.5173333333
801.62,10.6748888889,46.1808888889,26.3535555556,26.0371111111,10.1361111111,6.93688888889,1.44544444444,34.9927777778,11.2822222222,26.3195555556,15.5418888889
801.92,10.9916666667,46.2252222222,26.7466666666,26.3291111111,10.4976666667,7.51533333332,1.78077777778,35.0035555556,11.6224444444,26.815,15.5335555556
802.23,10.562,46.1518888889,26.7525555556,26.1518888889,10.8022222222,7.20722222222,1.47566666667,34.7747777778,11.5056666667,26.8554444444,15.1352222222
802.54,9.74633333332,46.1258888889,26.1577777778,25.5676666667,10.3275555556,6.05733333333,0.422555555556,34.3545555556,10.7501111111,26.1488888889,14.2277777778
802.84,10.1363333333,46.6418888889,26.803,26.2714444444,10.7655555555,6.54788888889,0.956888888889,34.5826666667,11.0314444444,26.5374444445,15.0452222222
803.15,11.182,47.3907777778,27.6445555556,26.9078888889,11.475,7.46355555556,1.65077777778,34.9751111111,11.4394444444,27.414,15.3887777778
803.46,12.4015555556,47.927,28.5423333333,27.6758888889,12.2601111111,8.64488888888,2.84611111111,35.6845555555,12.5874444444,28.3743333333,16.3616666667
803.76,11.5884444444,47.5736666667,28.1358888889,26.4916666667,11.3144444444,8.26466666668,1.97122222222,34.73,11.4203333333,27.2518888889,15.637
804.07,11.5347777778,47.2068888889,28.4354444444,26.476,11.3935555556,8.12822222222,1.68555555555,34.5424444444,11.0315555555,27.1911111111,15.7884444444
804.38,11.1465555556,46.6382222222,27.9988888889,26.0262222222,11.0934444444,7.891,1.42422222222,34.4304444445,10.5804444445,26.9814444444,15.3311111111
804.68,10.4735555555,45.852,27.2422222222,25.4272222222,10.2522222222,7.16244444445,0.867666666667,34.2096666667,9.80955555554,25.8787777778,14.8117777778
804.99,10.9341111111,46.3567777778,27.6228888889,25.9851111111,10.3408888889,7.55188888889,1.18644444444,34.4666666667,10.2788888889,26.1175555555,15.5556666667
805.30,10.5866666667,46.2044444445,27.2444444445,25.6888888889,9.89333333333,6.84444444444,0.524444444446,34.1688888889,10.0444444445,25.5555555556,15.0222222222
805.60,10.9878888889,46.003,27.2056666667,25.7088888889,9.66733333332,7.466,0.889222222222,34.161,10.2745555556,25.3213333333,15.0112222222
805.91,11.1022222222,45.3841111111,26.8771111111,25.4067777778,9.0401111111,7.67422222222,0.948333333334,33.2897777778,10.0061111111,24.8501111111,14.8873333333
806.21,11.4135555556,45.2393333333,26.862,25.2893333333,9.28788888889,7.75,1.17511111111,33.2813333333,10.1347777778,24.6932222222,14.7658888889
806.52,11.6215555556,45.1194444444,26.8086666667,25.5365555556,9.59677777779,8.19488888889,1.324,33.567,10.6436666667,24.7576666667,15.412
806.83,12.3342222222,45.2626666667,27.2351111111,25.9344444445,10.0431111111,9.018,1.826,33.9967777778,11.0766666667,25.1335555556,16.0378888889
807.13,13.1777777778,45.8971111111,27.6608888889,26.753,10.9295555556,9.667,2.68922222222,35.0106666667,12.3302222222,26.0873333333,17.1984444444
807.44,12.6958888889,45.7388888889,27.0911111111,26.3427777778,10.3098888889,9.13888888888,2.28911111111,34.9093333333,11.7802222222,25.5591111111,16.693
807.74,13.0682222222,46.5437777778,27.3817777778,26.8393333333,10.8887777778,9.58977777778,2.642,35.5306666667,12.0896666667,25.7094444445,17.1425555556
808.05,14.7617777778,47.2198888889,28.5777777778,28.0032222222,12.4815555555,11.4911111111,4.19855555556,36.3918888889,13.6125555556,27.3313333333,18.1914444445
808.35,14.791,47.5258888889,28.5726666667,28.0277777778,12.5758888889,11.7453333333,4.14422222222,36.3878888889,13.5942222222,27.3846666667,18.0867777778
808.66,15.1441111111,47.5162222222,28.4647777778,28.3572222222,12.7191111111,12.3775555555,4.67088888889,36.5758888889,14.1561111111,27.8452222222,18.7731111111
808.97,14.692,47.4362222222,28.1688888889,28.215,12.3446666667,11.5253333334,4.00455555555,36.4631111111,13.8636666667,27.8192222222,18.54
809.27,15.0121111111,47.4763333333,28.4155555555,28.286,13.2742222222,11.712,4.30766666667,36.9385555556,14.5498888889,27.898,18.8203333333
809.58,14.7296666667,47.7607777778,28.392,28.307,13.256,11.5645555556,3.98711111111,37.2164444445,14.3895555555,28.08,18.5563333333
